size_label,target_params,landed_params,tokens_per_step,avg_tokens_sec,std_tokens_sec,p50_ms,p90_ms,p99_ms,peak_mem_gb,final_train_loss,eval_ppl,wall_clock_s,seeds,participation_ratio
15M,15000000,54016136,8192,97838.98134896636,0.0,81.6127397119999,88.0721790716052,1576.0930255055428,5.921348571777344,4.790842056274414,14453.481351094984,5.801320405676961,[1337],9.209543228149414
