epoch,train_reward,time_s
1,0.013347238302230835,0.08299190000980161
2,0.013876624405384064,0.08778170001460239
3,0.011046750470995903,0.08187509997515008
4,0.011436311528086662,0.07504140000673942
5,0.016048891469836235,0.08594759998959489
6,0.009827450849115849,0.08199659999809228
7,0.016881346702575684,0.08327910001389682
8,0.015719225630164146,0.07942329999059439
9,0.01625915989279747,0.09014809998916462
10,0.015476329252123833,0.11370600000373088
11,0.01543257012963295,0.11142500001005828
12,0.019469423219561577,0.10196190001443028
13,0.018418557941913605,0.10480640002060682
14,0.018144167959690094,0.10274100000970066
15,0.019575512036681175,0.09752670000307262
16,0.025903377681970596,0.11633829999482259
17,0.034021563827991486,0.0937909999920521
18,0.02978507988154888,0.0904920999892056
19,0.03662761300802231,0.11707000000751577
20,0.04310138523578644,0.10152099997503683
21,0.04367426782846451,0.1056490000046324
22,0.04521887004375458,0.0860959000128787
23,0.053150907158851624,0.10771320000640117
24,0.053649045526981354,0.0963874000008218
25,0.0543648898601532,0.0909852999902796
26,0.0650341585278511,0.09026070000254549
27,0.059699900448322296,0.09104800000204705
28,0.08244894444942474,0.08859649999067187
29,0.08144809305667877,0.09979760000715032
30,0.08468099683523178,0.09978020002017729
31,0.09115635603666306,0.10281049998593517
32,0.0948164165019989,0.10382320001372136
33,0.10053198039531708,0.10450479999417439
34,0.11683157086372375,0.09993860000395216
35,0.11138305068016052,0.09705949999624863
36,0.11562947928905487,0.09035480002057739
37,0.12180210649967194,0.09134400001494214
38,0.12504416704177856,0.10821690000011586
39,0.13750073313713074,0.11304930000915192
40,0.11324000358581543,0.11494639999000356
41,0.14552751183509827,0.10571820000768639
42,0.15924131870269775,0.10234869999112561
43,0.15479323267936707,0.10207819999777712
44,0.15147985517978668,0.10269929998321459
45,0.17456386983394623,0.10337290001916699
46,0.18070513010025024,0.10483759999624453
47,0.18100996315479279,0.09779959998559207
48,0.19216932356357574,0.09161390000372194
49,0.17578913271427155,0.09907890000613406
50,0.18041148781776428,0.10375069998553954
51,0.20409028232097626,0.10369560000253841
52,0.16086314618587494,0.10228710001683794
53,0.19712989032268524,0.09791700000641868
54,0.21104229986667633,0.08098090000567026
55,0.1837463527917862,0.09986659997957759
56,0.19623267650604248,0.09310940001159906
57,0.17906709015369415,0.08855230000335723
58,0.2103232443332672,0.09267789998557419
59,0.20038895308971405,0.10020849999273196
60,0.21717752516269684,0.0947118999902159
