epoch,train_reward,time_s
1,0.005074449814856052,0.03882289998000488
2,0.009660245850682259,0.03910359999281354
3,0.007669440470635891,0.05255120000219904
4,0.008779865689575672,0.051084799983073026
5,0.007661133073270321,0.04966780001996085
6,0.0038805240765213966,0.04989850000129081
7,0.005054448265582323,0.050390099990181625
8,0.005333627574145794,0.051009199989493936
9,0.009860699065029621,0.0518859000003431
10,0.009893599897623062,0.043036799994297326
11,0.007125136908143759,0.0729499000008218
12,0.011815458536148071,0.06804380001267418
13,0.007343546487390995,0.07603480000398122
14,0.006112940143793821,0.07546990000992082
15,0.00736565887928009,0.070634700008668
16,0.008170394226908684,0.05518789999769069
17,0.010411654599010944,0.055233299994142726
18,0.012472408823668957,0.052364900009706616
19,0.012914768420159817,0.06788940000114962
20,0.012298350222408772,0.07273469999199733
21,0.015762725844979286,0.07266450001043268
22,0.010165403597056866,0.0723813000076916
23,0.017751390114426613,0.0688601000001654
24,0.014677722007036209,0.0710446999873966
25,0.01762082614004612,0.07010369998170063
26,0.016802534461021423,0.07341539999470115
27,0.015418171882629395,0.06400850001955405
28,0.022457657381892204,0.05530639999778941
29,0.018488045781850815,0.04985579999629408
30,0.017952077090740204,0.0506294000078924
31,0.019510170444846153,0.07546299998648465
32,0.019075527787208557,0.07529239999712445
33,0.019332535564899445,0.07319070000085048
34,0.022183775901794434,0.072379200020805
35,0.02041122131049633,0.07197009999072179
36,0.022174129262566566,0.06594470000709407
37,0.024684734642505646,0.07131879997905344
38,0.022542398422956467,0.06146319999243133
39,0.023078396916389465,0.0495459999947343
40,0.02620374783873558,0.05052739998791367
41,0.025043576955795288,0.05602969997562468
42,0.025297556072473526,0.055174299981445074
43,0.026689769700169563,0.04870909999590367
44,0.032393038272857666,0.049967900005867705
45,0.0336688756942749,0.05007040000054985
46,0.03066113591194153,0.04948020001756959
47,0.03007381595671177,0.05051629999070428
48,0.026131069287657738,0.051229999982751906
49,0.03262348473072052,0.05007110000588
50,0.031756941229104996,0.04629700002260506
51,0.03558504953980446,0.04847819998394698
52,0.03136346861720085,0.050252099987119436
53,0.03604783117771149,0.048264100012602285
54,0.03845680505037308,0.05393439999897964
55,0.035613127052783966,0.048367900017183274
56,0.03945877403020859,0.06867269999929704
57,0.04260871186852455,0.06922159998794086
58,0.03589974343776703,0.07233550000819378
59,0.03903765603899956,0.07154170001740567
60,0.04148896038532257,0.07672319997800514
