epoch,train_reward,time_s
1,0.003101995447650552,0.030661400000099093
2,0.0064780013635754585,0.02726429997710511
3,0.005395387765020132,0.023748099978547543
4,0.005793237127363682,0.019506200012983754
5,0.004746072459965944,0.03012540002237074
6,0.001922127790749073,0.03337340001598932
7,0.0027101472951471806,0.04139559998293407
8,0.003022426273673773,0.03729680000105873
9,0.0077174361795187,0.03627509999205358
10,0.005542199593037367,0.03234179998980835
11,0.0038232821971178055,0.03575659997295588
12,0.0026174928061664104,0.03694720001658425
13,0.007284923456609249,0.039371199993183836
14,0.0041545359417796135,0.0484852000081446
15,0.004211433231830597,0.037749000010080636
16,0.004701467230916023,0.0423484000202734
17,0.004966085311025381,0.03881509997881949
18,0.003586939536035061,0.041375900007551536
19,0.00807499885559082,0.03918890000204556
20,0.007762173656374216,0.0385289000114426
21,0.0036590350791811943,0.03432870001415722
22,0.00537275243550539,0.03549809998366982
23,0.009159497916698456,0.03305709999403916
24,0.006832036189734936,0.035510299989255145
25,0.003789751324802637,0.03448300002492033
26,0.008999071083962917,0.03291270000045188
27,0.00599647918716073,0.03265649999957532
28,0.008331000804901123,0.03553330001886934
29,0.009300673380494118,0.03274480000254698
30,0.012322133406996727,0.035190499998861924
31,0.005855909548699856,0.023063500004354864
32,0.00735787907615304,0.03138729999773204
33,0.006731478963047266,0.03169899998465553
34,0.008303994312882423,0.03617599999415688
35,0.012350200675427914,0.03490699999383651
36,0.012200123630464077,0.0349737000069581
37,0.009837708435952663,0.035781300015514717
38,0.009216305799782276,0.034984300000360236
39,0.0100762490183115,0.034654200018849224
40,0.011485794559121132,0.035329599981196225
41,0.012338255532085896,0.036734199995407835
42,0.012068292126059532,0.032587199995759875
43,0.013284214772284031,0.030812300014076754
44,0.015035943128168583,0.03203400000347756
45,0.011476479470729828,0.03230359998997301
46,0.016351528465747833,0.0328635000041686
47,0.015389123000204563,0.037819999997736886
48,0.014832716435194016,0.03924650000408292
49,0.012141400948166847,0.03591560001950711
50,0.0152131337672472,0.036565099988365546
51,0.014919639565050602,0.033966499991947785
52,0.012914479710161686,0.034815699997125193
53,0.016810499131679535,0.038993599999230355
54,0.01893509179353714,0.03983279998647049
55,0.0139610655605793,0.038272300007520244
56,0.01664043962955475,0.03780720001668669
57,0.019448840990662575,0.03770219997386448
58,0.023278433829545975,0.04082379999454133
59,0.017826756462454796,0.03820179999456741
60,0.02608484961092472,0.03907719999551773
