epoch,train_reward,time_s
1,0.00797453336417675,0.025410200003534555
2,-0.001940945629030466,0.024405700009083375
3,0.008301633410155773,0.023973000003024936
4,5.911954212933779e-05,0.024601100012660027
5,0.009839964099228382,0.024041500000748783
6,0.0032680993899703026,0.0240240000130143
7,0.0030389840248972178,0.023838500026613474
8,0.0036000555846840143,0.024019200005568564
9,0.006371910218149424,0.0246910999994725
10,0.0012404934968799353,0.023752100009005517
11,0.0015021219151094556,0.03381759999319911
12,0.005349552258849144,0.02521709998836741
13,0.006400989834219217,0.024835399992298335
14,0.0068926396779716015,0.02528929998516105
15,0.010023459792137146,0.025094199983868748
16,0.011835524812340736,0.025830699974903837
17,0.012501067481935024,0.025031299999682233
18,0.014094460755586624,0.026000299985753372
19,0.013070677407085896,0.024509000009857118
20,0.008773982524871826,0.03563410000060685
21,0.013985785655677319,0.025376200006576255
22,0.011714352294802666,0.02480810001725331
23,0.013329941779375076,0.024929999985033646
24,0.017572814598679543,0.025123300001723692
25,0.01970033533871174,0.027085999987320974
26,0.01960388571023941,0.025054900004761294
27,0.02341368980705738,0.024652699998114258
28,0.020135095342993736,0.02526880000368692
29,0.024450596421957016,0.023802400013664737
30,0.02740824595093727,0.024103100004140288
31,0.03540443256497383,0.024545299995224923
32,0.03685010224580765,0.02550570000312291
33,0.03647813946008682,0.024523800006136298
34,0.03429204225540161,0.02499449998140335
35,0.03486425802111626,0.024355300003662705
36,0.040405698120594025,0.025015699997311458
37,0.042735327035188675,0.024705000018002465
38,0.04803236946463585,0.0358262000081595
39,0.043950799852609634,0.041805499990005046
40,0.0600694939494133,0.03302659999462776
41,0.05460021644830704,0.03072979999706149
42,0.04750794917345047,0.03280159999849275
43,0.056866902858018875,0.03419860001304187
44,0.057777345180511475,0.03208689999883063
45,0.07031513005495071,0.031623999995645136
46,0.05648482218384743,0.03341120001277886
47,0.07148773968219757,0.038587599992752075
48,0.07709766179323196,0.039369900012388825
49,0.06173691526055336,0.03721480001695454
50,0.0705680176615715,0.03750720000243746
51,0.06660553812980652,0.035483699990436435
52,0.06777293235063553,0.03669939999235794
53,0.0736038088798523,0.056291300017619506
54,0.08597318083047867,0.03973479999694973
55,0.08349254727363586,0.0334527000086382
56,0.08197986334562302,0.032509899989236146
57,0.08512625098228455,0.03601219999836758
58,0.0910562053322792,0.03322519999346696
59,0.08195164799690247,0.03602110000792891
60,0.09805075079202652,0.039586400002008304
