epoch,train_reward,time_s
1,0.008453971706330776,0.12955700000748038
2,0.014138620346784592,0.08866050001233816
3,0.015055660158395767,0.08126070001162589
4,0.022379672154784203,0.0810205000161659
5,0.03290611878037453,0.08128410001518205
6,0.041735436767339706,0.11805160000221804
7,0.04623663052916527,0.0820118999981787
8,0.04551687464118004,0.08379090001108125
9,0.05647924914956093,0.07324460000381805
10,0.05806975066661835,0.05982540000695735
11,0.06774682551622391,0.06086030000005849
12,0.07495782524347305,0.059353699994971976
13,0.0792679712176323,0.059508000005735084
14,0.08063521236181259,0.07231709998450242
15,0.08489954471588135,0.06403020001016557
16,0.08717571198940277,0.06334800002514385
17,0.09987549483776093,0.06394309998722747
18,0.09518873691558838,0.0653630000015255
19,0.1048947349190712,0.06578450000961311
20,0.11077344417572021,0.06582869999692775
21,0.1184934675693512,0.06636550000985153
22,0.12911707162857056,0.06582160000107251
23,0.11142890155315399,0.07705220000934787
24,0.1362992227077484,0.06888629999593832
25,0.12447896599769592,0.06300850000116043
26,0.12578144669532776,0.0619072999979835
27,0.15252546966075897,0.0614849999838043
28,0.13338397443294525,0.05953060000319965
29,0.14833511412143707,0.06017669997527264
30,0.14860549569129944,0.059115400013979524
31,0.14669261872768402,0.06472769999527372
32,0.14765360951423645,0.07656040001893416
33,0.1580725610256195,0.06678049999754876
34,0.15753114223480225,0.06864630000200123
35,0.17590183019638062,0.06667379999998957
36,0.16194923222064972,0.06804589999956079
37,0.15336771309375763,0.06641709999530576
38,0.16720065474510193,0.0668718000233639
39,0.17401717603206635,0.06634059999487363
40,0.1745641529560089,0.06775129999732599
41,0.20476490259170532,0.07983309999690391
42,0.1904682070016861,0.06781579999369569
43,0.18667490780353546,0.06495329999597743
44,0.1875208169221878,0.06274269998539239
45,0.19464260339736938,0.06660940000438131
46,0.20986966788768768,0.06614960002480075
47,0.17004220187664032,0.05968939999002032
48,0.19412581622600555,0.05930840002838522
49,0.20117422938346863,0.06071279998286627
50,0.19111570715904236,0.06097950000548735
51,0.20419128239154816,0.06540270001278259
52,0.21173891425132751,0.06999270000960678
53,0.23683291673660278,0.06932330000563525
54,0.23329681158065796,0.06562639999901876
55,0.21854320168495178,0.06670130000566132
56,0.2254965603351593,0.0656277000089176
57,0.2236047238111496,0.06711539998650551
58,0.2027607560157776,0.06753790000220761
59,0.22691136598587036,0.06834379999781959
60,0.22726567089557648,0.06824280001455918
