dataset,device,epoch_time_s_mean,grad_nonfinite_steps,grad_norm_max,history_length,input_shape,kind,loss_curve_mean_abs_diff,loss_curve_volatility,loss_nonfinite_steps,meta_classes,meta_context_dim,meta_drift,meta_features,meta_regimes,meta_shock_prob,meta_test_shift,meta_test_size,meta_train_shift,meta_train_size,meta_window,metrics_test_accuracy,metrics_test_macro_f1,metrics_test_mae,metrics_test_mase,metrics_test_mse,metrics_test_nrmse,metrics_test_r2,metrics_test_rmse,metrics_test_smape,metrics_train_accuracy,metrics_train_macro_f1,metrics_train_mae,metrics_train_mase,metrics_train_mse,metrics_train_nrmse,metrics_train_r2,metrics_train_rmse,metrics_train_smape,metrics_val_accuracy,metrics_val_macro_f1,metrics_val_mae,metrics_val_mase,metrics_val_mse,metrics_val_nrmse,metrics_val_r2,metrics_val_rmse,metrics_val_smape,model,n_params,run_id,seed,status,step_time_s_mean,task,test_size,train_size,train_time_s,train_time_s_total,val_curve_volatility,val_size
tabular_sine,cuda,0.03808077407535165,0,1.6367535442329761,25,[8],tabular,0.006556126560452902,0.03128424684464457,0,,,,8,,,,256,,1024,,,,0.6867988705635071,0.6586098524551802,0.70735764503479,0.219145520521203,0.039903342723846436,0.8410455665627101,1.3562023639678955,,,0.6465737223625183,0.6414795752306504,0.6347513198852539,0.19305461974479002,0.14155477285385132,0.7967128214640793,1.2806659936904907,,,0.6582432389259338,0.7083622297431997,0.6449726819992065,0.22950363673859078,0.07786136865615845,0.8031019125859473,1.3147871494293213,sgr_fourier_feats,16257,tabular_sine:sgr_fourier_feats:seed0,0,ok,0.0043496371357468885,regression,256,922,0.9778227969654836,0.9749753400101326,0.027918752695906743,102
tabular_sine,cuda,0.03417067275615409,0,1.7232615811114307,25,[8],tabular,0.007090911845624733,0.029672814873269802,0,,,,8,,,,256,,1024,,,,0.6857661008834839,0.6576194718419708,0.7054304480552673,0.21884678575464087,0.04251909255981445,0.8398990701597826,1.355194091796875,,,0.6466739773750305,0.6415790403660506,0.634456217288971,0.1930097379612778,0.14195388555526733,0.7965275998287636,1.2825736999511719,,,0.6576728224754333,0.7077483814803326,0.6426450610160828,0.2290891383194159,0.08118927478790283,0.8016514585629361,1.316777229309082,sgr_no_phase,16257,tabular_sine:sgr_no_phase:seed0,0,ok,0.0038706836235360242,regression,256,922,0.8744918779702857,0.871705063036643,0.026513690021438326,102
tabular_sine,cuda,0.09550178787671029,0,33.24602513315438,25,[8],tabular,0.1148331511950232,0.5379137204164217,0,,,,8,,,,256,,1024,,,,0.3971174359321594,0.3798074319413289,0.24316054582595825,0.1325023692752316,0.6493208408355713,0.4931131166638728,0.8403002619743347,,,0.15460039675235748,0.15439615141246033,0.03927501291036606,0.047586246866661255,0.9481779336929321,0.19817924439851428,0.3974044620990753,,,0.39005598425865173,0.38343984092532934,0.24831607937812805,0.14907755722796878,0.6235164403915405,0.4983132341992615,0.8767903447151184,res_base,35781,tabular_sine:res_base:seed1,1,ok,0.011261356054747011,regression,256,922,2.459796582988929,2.4573023630073294,0.2047683108757199,102
tabular_sine,cuda,0.05421377384103834,0,33.26701652278095,25,[8],tabular,0.11380153791999159,0.5308989413702696,0,,,,8,,,,256,,1024,,,,0.4004673659801483,0.383011341449163,0.24522008001804352,0.1330623239177452,0.646350622177124,0.49519701131776184,0.8592260479927063,,,0.17004646360874176,0.16982181219459494,0.04756511375308037,0.052368188945137596,0.937239408493042,0.21809427721304464,0.4299006462097168,,,0.4064141809940338,0.39952056935194624,0.26499396562576294,0.15400252400794628,0.5982303619384766,0.5147756459135989,0.9049782752990723,res_drop_path,35781,tabular_sine:res_drop_path:seed1,1,ok,0.006330121120263357,regression,256,922,1.3859943089773878,1.3812928150291555,0.19872677488776164,102
tabular_sine,cuda,0.08307639199774712,0,4.35243524196675,25,[8],tabular,0.02616227830579035,0.12352061353757927,0,,,,8,,,,256,,1024,,,,0.5651417374610901,0.540507700157053,0.4504506587982178,0.18034358655343963,0.3503730297088623,0.6711562104295972,1.1215816736221313,,,0.5751598477363586,0.5743999938093064,0.4623608887195587,0.1632727959948474,0.3899303078651428,0.6799712410974149,1.1263501644134521,,,0.5464068651199341,0.5371386926425504,0.4093039929866791,0.19139599121110393,0.3794352412223816,0.6397687027251951,1.15766179561615,res_no_norm,35461,tabular_sine:res_no_norm:seed1,1,ok,0.009730873350636103,regression,256,922,2.142579941020813,2.1393612009705976,0.08030298464406634,102
tabular_sine,cuda,0.06800970252137631,0,47.87887378552409,25,[8],tabular,0.11648519512818789,0.7226074047911669,0,,,,8,,,,256,,1024,,,,0.8843708634376526,0.8458219058993207,1.2073829174041748,0.295256592037488,-0.7412528991699219,1.098809773074564,1.3488385677337646,,,0.05367842689156532,0.05360751136498246,0.0054471902549266815,0.017721870437608065,0.9928126335144043,0.073805082852922,0.16982893645763397,,,0.8969064354896545,0.8816930769635516,1.226477026939392,0.3313138227384457,-0.8595186471939087,1.1074642328036568,1.3794842958450317,wrn_base,52295,tabular_sine:wrn_base:seed1,1,ok,0.008092471617273986,regression,256,922,1.7305254790117033,1.727287714020349,0.2977898744788833,102
tabular_sine,cuda,0.20332008211873473,0,47.87887378552409,25,[8],tabular,0.11648519512818789,0.7226074047911669,0,,,,8,,,,256,,1024,,,,0.8843708634376526,0.8458219058993207,1.2073829174041748,0.295256592037488,-0.7412528991699219,1.098809773074564,1.3488385677337646,,,0.05367842689156532,0.05360751136498246,0.0054471902549266815,0.017721870437608065,0.9928126335144043,0.073805082852922,0.16982893645763397,,,0.8969064354896545,0.8816930769635516,1.226477026939392,0.3313138227384457,-0.8595186471939087,1.1074642328036568,1.3794842958450317,wrn_no_phase,52295,tabular_sine:wrn_no_phase:seed1,1,ok,0.02450662581220968,regression,256,922,5.186727994994726,5.183580985001754,0.2977898744788833,102
tabular_sine,cuda,0.1757174931676127,0,47.87887378552409,25,[8],tabular,0.11648519512818789,0.7226074047911669,0,,,,8,,,,256,,1024,,,,0.8843708634376526,0.8458219058993207,1.2073829174041748,0.295256592037488,-0.7412528991699219,1.098809773074564,1.3488385677337646,,,0.05367842689156532,0.05360751136498246,0.0054471902549266815,0.017721870437608065,0.9928126335144043,0.073805082852922,0.16982893645763397,,,0.8969064354896545,0.8816930769635516,1.226477026939392,0.3313138227384457,-0.8595186471939087,1.1074642328036568,1.3794842958450317,wrn_no_film,52295,tabular_sine:wrn_no_film:seed1,1,ok,0.02133229080034653,regression,256,922,4.459793028014246,4.448514519026503,0.2977898744788833,102
tabular_sine,cuda,0.15518186720553787,0,47.87887378552409,25,[8],tabular,0.11648519512818789,0.7226074047911669,0,,,,8,,,,256,,1024,,,,0.8843708634376526,0.8458219058993207,1.2073829174041748,0.295256592037488,-0.7412528991699219,1.098809773074564,1.3488385677337646,,,0.05367842689156532,0.05360751136498246,0.0054471902549266815,0.017721870437608065,0.9928126335144043,0.073805082852922,0.16982893645763397,,,0.8969064354896545,0.8816930769635516,1.226477026939392,0.3313138227384457,-0.8595186471939087,1.1074642328036568,1.3794842958450317,wrn_spec_gate_rfft,52295,tabular_sine:wrn_spec_gate_rfft:seed1,1,ok,0.01892504984716652,regression,256,922,3.9130193690070882,3.9098926309961826,0.2977898744788833,102
tabular_sine,cuda,0.17544989624060692,0,47.87887378552409,25,[8],tabular,0.11648519512818789,0.7226074047911669,0,,,,8,,,,256,,1024,,,,0.8843708634376526,0.8458219058993207,1.2073829174041748,0.295256592037488,-0.7412528991699219,1.098809773074564,1.3488385677337646,,,0.05367842689156532,0.05360751136498246,0.0054471902549266815,0.017721870437608065,0.9928126335144043,0.073805082852922,0.16982893645763397,,,0.8969064354896545,0.8816930769635516,1.226477026939392,0.3313138227384457,-0.8595186471939087,1.1074642328036568,1.3794842958450317,wrn_spec_gate_feats,52295,tabular_sine:wrn_spec_gate_feats:seed1,1,ok,0.021345954351418187,regression,256,922,4.43189667299157,4.42810031195404,0.2977898744788833,102
tabular_sine,cuda,0.12955213840585203,0,1.9105844337302431,25,[8],tabular,0.007672971727317106,0.03209854354819069,0,,,,8,,,,256,,1024,,,,0.6521929502487183,0.6237644262150229,0.5870363116264343,0.2058778252595066,0.15339314937591553,0.7661829491880084,1.3395376205444336,,,0.677118718624115,0.676224165015319,0.6684342622756958,0.1963146166842119,0.11802339553833008,0.8175782912209055,1.3077841997146606,,,0.6058981418609619,0.5956208762536547,0.5484744906425476,0.2215583199384536,0.16843241453170776,0.7405906363454426,1.2626681327819824,sgr_base,16257,tabular_sine:sgr_base:seed1,1,ok,0.015295289356727153,regression,256,922,3.3277733139693737,3.320762518036645,0.024226306037818765,102
tabular_sine,cuda,0.06274104132317007,0,1.5398504802040236,25,[8],tabular,0.007101470153355868,0.0381366431185356,0,,,,8,,,,256,,1024,,,,0.649688184261322,0.6213688408007138,0.5871825218200684,0.2059034621426345,0.1531822681427002,0.7662783579222816,1.353538990020752,,,0.6795492768287659,0.6786515121662011,0.6695769429206848,0.1964823438169413,0.11651569604873657,0.8182768131388576,1.3365557193756104,,,0.6074684262275696,0.5971645254015685,0.5411036014556885,0.22006453514515084,0.17960768938064575,0.7355974452482067,1.3060046434402466,sgr_no_gate,9729,tabular_sine:sgr_no_gate:seed1,1,ok,0.007211135239922442,regression,256,922,1.598674954031594,1.594711134035606,0.033510308711613715,102
tabular_sine,cuda,0.1012648541200906,0,1.365538087913509,25,[8],tabular,0.007376393732909099,0.03434630303822102,0,,,,8,,,,256,,1024,,,,0.65205317735672,0.6236307459019431,0.5869894623756409,0.20586960991224218,0.15346068143844604,0.7661523754290923,1.3409991264343262,,,0.6771948933601379,0.6763002391155404,0.6683596968650818,0.19630366670073174,0.11812174320220947,0.8175326885605748,1.309448480606079,,,0.6056631803512573,0.5953899001693473,0.5475229620933533,0.2213660497551321,0.16987508535385132,0.7399479455295171,1.2663052082061768,sgr_fourier_feats,16257,tabular_sine:sgr_fourier_feats:seed1,1,ok,0.012078996800701134,regression,256,922,2.5809495369903743,2.5780435539782047,0.027446021826103534,102
tabular_sine,cuda,0.11486222346778958,0,1.470653081012251,25,[8],tabular,0.007297205611449258,0.03307209224720126,0,,,,8,,,,256,,1024,,,,0.6521875858306885,0.6237592956273141,0.5869014263153076,0.2058541712798949,0.15358763933181763,0.7660949199122179,1.3398115634918213,,,0.6769863367080688,0.6760919579913819,0.6683031320571899,0.19629535971110168,0.11819642782211304,0.8174980929991151,1.307165503501892,,,0.6063084602355957,0.5960242347935764,0.5491057634353638,0.2216857857736909,0.16747528314590454,0.7410167092821617,1.262997031211853,sgr_no_phase,16257,tabular_sine:sgr_no_phase:seed1,1,ok,0.013461441321705934,regression,256,922,2.958741248003207,2.9534516549902037,0.02482622765725758,102
tabular_sine,cuda,0.19868532459950075,0,23.638443803081074,25,[8],tabular,0.10370922629571293,0.5191833268457794,0,,,,8,,,,256,,1024,,,,0.2708244323730469,0.2866989995557241,0.11614415049552917,0.0878885240384669,0.8308921456336975,0.34079928182953845,0.6572228670120239,,,0.11352532356977463,0.10824445328119034,0.022543152794241905,0.033345474737428424,0.9716393947601318,0.15014377374450766,0.32287508249282837,,,0.326231986284256,0.3301524792812639,0.1774141639471054,0.10852483990280079,0.7866285443305969,0.42120560768715487,0.6848115921020508,res_base,35781,tabular_sine:res_base:seed2,2,ok,0.023864328806230333,regression,256,922,5.091710340988357,5.078665720007848,0.2703916154481086,102
tabular_sine,cuda,0.08830957867670804,0,23.6175369378588,25,[8],tabular,0.10311870124939876,0.5148955792163499,0,,,,8,,,,256,,1024,,,,0.27738016843795776,0.2936390047638671,0.1203887015581131,0.08948008036861439,0.8247119784355164,0.34697075029188423,0.6718685626983643,,,0.1257244348526001,0.11987609712772164,0.026367269456386566,0.036063025272386376,0.9668284058570862,0.16238001556960932,0.35315677523612976,,,0.3233100175857544,0.32719539582301593,0.17801277339458466,0.10870777143105152,0.785908579826355,0.4219155998473921,0.6859705448150635,res_drop_path,35781,tabular_sine:res_drop_path:seed2,2,ok,0.010434056539379526,regression,256,922,2.2574957580072805,2.245786608022172,0.2708850018519672,102
tabular_sine,cuda,0.09538871488766745,0,2.9581956685289197,25,[8],tabular,0.017001214988707453,0.1196176175426368,0,,,,8,,,,256,,1024,,,,0.5648561120033264,0.5979655557118293,0.44604921340942383,0.17223638005161257,0.3505447506904602,0.6678691588997233,1.182631015777588,,,0.523762047290802,0.4993981490269394,0.3939613997936249,0.1393979584791865,0.50437331199646,0.6276634446848286,1.0500354766845703,,,0.6048895120620728,0.6121587719621016,0.47778552770614624,0.17809490888806795,0.4253796339035034,0.6912203177758494,1.157815933227539,res_no_norm,35461,tabular_sine:res_no_norm:seed2,2,ok,0.011257506644760724,regression,256,922,2.4495380200096406,2.4445074379909784,0.09974273927834611,102
tabular_sine,cuda,0.15086779079632834,0,37.845000650491954,25,[8],tabular,0.08738213136963228,0.5842565113743825,0,,,,8,,,,256,,1024,,,,0.8779406547546387,0.9294017721441832,1.1677924394607544,0.27868675574920687,-0.7003257274627686,1.0806444556193098,1.331122636795044,,,0.05213732272386551,0.049712044998675244,0.005344959907233715,0.016236850929991296,0.9932757019996643,0.07310923270855546,0.17262867093086243,,,0.9078007936477661,0.918710289968808,1.2261919975280762,0.2853081962197078,-0.4747096300125122,1.1073355397204934,1.3752892017364502,wrn_base,52295,tabular_sine:wrn_base:seed2,2,ok,0.018396999893302565,regression,256,922,3.811026823008433,3.807779652008321,0.2826958312576981,102
tabular_sine,cuda,0.13843818035442382,0,37.845000650491954,25,[8],tabular,0.08738213136963228,0.5842565113743825,0,,,,8,,,,256,,1024,,,,0.8779406547546387,0.9294017721441832,1.1677924394607544,0.27868675574920687,-0.7003257274627686,1.0806444556193098,1.331122636795044,,,0.05213732272386551,0.049712044998675244,0.005344959907233715,0.016236850929991296,0.9932757019996643,0.07310923270855546,0.17262867093086243,,,0.9078007936477661,0.918710289968808,1.2261919975280762,0.2853081962197078,-0.4747096300125122,1.1073355397204934,1.3752892017364502,wrn_no_phase,52295,tabular_sine:wrn_no_phase:seed2,2,ok,0.01674060783145251,regression,256,922,3.5127365139778703,3.5091060919803567,0.2826958312576981,102
tabular_sine,cuda,0.060098090243991466,0,37.845000650491954,25,[8],tabular,0.08738213136963228,0.5842565113743825,0,,,,8,,,,256,,1024,,,,0.8779406547546387,0.9294017721441832,1.1677924394607544,0.27868675574920687,-0.7003257274627686,1.0806444556193098,1.331122636795044,,,0.05213732272386551,0.049712044998675244,0.005344959907233715,0.016236850929991296,0.9932757019996643,0.07310923270855546,0.17262867093086243,,,0.9078007936477661,0.918710289968808,1.2261919975280762,0.2853081962197078,-0.4747096300125122,1.1073355397204934,1.3752892017364502,wrn_no_film,52295,tabular_sine:wrn_no_film:seed2,2,ok,0.00707693489472149,regression,256,922,1.5329566259752028,1.529591214028187,0.2826958312576981,102
tabular_sine,cuda,0.05960839556530118,0,37.845000650491954,25,[8],tabular,0.08738213136963228,0.5842565113743825,0,,,,8,,,,256,,1024,,,,0.8779406547546387,0.9294017721441832,1.1677924394607544,0.27868675574920687,-0.7003257274627686,1.0806444556193098,1.331122636795044,,,0.05213732272386551,0.049712044998675244,0.005344959907233715,0.016236850929991296,0.9932757019996643,0.07310923270855546,0.17262867093086243,,,0.9078007936477661,0.918710289968808,1.2261919975280762,0.2853081962197078,-0.4747096300125122,1.1073355397204934,1.3752892017364502,wrn_spec_gate_rfft,52295,tabular_sine:wrn_spec_gate_rfft:seed2,2,ok,0.007011809794639703,regression,256,922,1.5217436779639684,1.5181579280178994,0.2826958312576981,102
tabular_sine,cuda,0.059030210520140826,0,37.845000650491954,25,[8],tabular,0.08738213136963228,0.5842565113743825,0,,,,8,,,,256,,1024,,,,0.8779406547546387,0.9294017721441832,1.1677924394607544,0.27868675574920687,-0.7003257274627686,1.0806444556193098,1.331122636795044,,,0.05213732272386551,0.049712044998675244,0.005344959907233715,0.016236850929991296,0.9932757019996643,0.07310923270855546,0.17262867093086243,,,0.9078007936477661,0.918710289968808,1.2261919975280762,0.2853081962197078,-0.4747096300125122,1.1073355397204934,1.3752892017364502,wrn_spec_gate_feats,52295,tabular_sine:wrn_spec_gate_feats:seed2,2,ok,0.006918546908418648,regression,256,922,1.5077736179810017,1.5038932570023462,0.2826958312576981,102
tabular_sine,cuda,0.03901852956274524,0,2.0807950304308123,25,[8],tabular,0.00906766180705954,0.038869395898316506,0,,,,8,,,,256,,1024,,,,0.6279443502426147,0.6647517560130738,0.5916986465454102,0.19837356045598184,0.1384766697883606,0.7692195047874242,1.2710133790969849,,,0.6796433925628662,0.6480283441687347,0.6774706244468689,0.18279941932926258,0.14770197868347168,0.8230860370865666,1.277456283569336,,,0.6853511333465576,0.6935873408054897,0.7230629324913025,0.21909025378531216,0.13039076328277588,0.8503310722837915,1.27872633934021,sgr_base,16257,tabular_sine:sgr_base:seed2,2,ok,0.004452282010461204,regression,256,922,0.9962147980113514,0.9945899170124903,0.019737014580271574,102
tabular_sine,cuda,0.029474789642263202,0,1.3646637302903375,25,[8],tabular,0.00829770832456544,0.0454153303315015,0,,,,8,,,,256,,1024,,,,0.6282593011856079,0.6650851680301287,0.5949312448501587,0.19891470465111324,0.1337699294090271,0.7713178623953673,1.2569973468780518,,,0.678826093673706,0.6472490636642392,0.6771734356880188,0.1827593202535689,0.1480758786201477,0.8229054840551366,1.2710472345352173,,,0.6834861040115356,0.6916998984798519,0.7199527621269226,0.21861855048459158,0.1341313123703003,0.8485003017836368,1.2682429552078247,sgr_no_gate,9729,tabular_sine:sgr_no_gate:seed2,2,ok,0.0032491304067661987,regression,256,922,0.7504138970398344,0.7478746859706007,0.028207677228599612,102
tabular_sine,cuda,0.06824410479981452,0,1.7758213084009853,25,[8],tabular,0.00857479868164463,0.04159273306623582,0,,,,8,,,,256,,1024,,,,0.6281911730766296,0.665013046543472,0.5918176770210266,0.19839351259884364,0.13830333948135376,0.7692968718388413,1.2720797061920166,,,0.6798121929168701,0.6481892924176211,0.6775161623954773,0.18280556289503674,0.14764463901519775,0.8231136995552177,1.277993083000183,,,0.685066819190979,0.6932996099044576,0.722129762172699,0.21894883142799407,0.1315130591392517,0.8497821851349315,1.2787758111953735,sgr_fourier_feats,16257,tabular_sine:sgr_fourier_feats:seed2,2,ok,0.007832803044293542,regression,256,922,1.769224032992497,1.7647550260298885,0.022132204633707898,102
tabular_sine,cuda,0.04136429000180215,0,2.0926087749895115,25,[8],tabular,0.008976939685820506,0.040038102622971826,0,,,,8,,,,256,,1024,,,,0.6283383369445801,0.6651688365264601,0.5926083326339722,0.1985259930862108,0.13715213537216187,0.7698105823083833,1.268166184425354,,,0.6796402335166931,0.648025332072269,0.6772676706314087,0.18277203613562443,0.14795732498168945,0.8229627395158353,1.2784098386764526,,,0.6870832443237305,0.6953402674268714,0.725569486618042,0.2194696719869372,0.12737619876861572,0.851803666708498,1.280480146408081,sgr_no_phase,16257,tabular_sine:sgr_no_phase:seed2,2,ok,0.004696328967111185,regression,256,922,1.0561506979865953,1.0545430490165018,0.01880552244476326,102
tabular_sine,cuda,0.09580972476163879,0,20.545035323399045,25,[8],tabular,0.06485521750317903,0.36163313627490146,0,,,,8,,,,256,,1024,,,,0.29641565680503845,0.28560420350841403,0.14258700609207153,0.10559290474626291,0.8100801706314087,0.3776069465622574,0.6605979204177856,,,0.10495094209909439,0.11079142470156904,0.02093745581805706,0.03475323566722051,0.9711539149284363,0.14469780861525533,0.3208983540534973,,,0.303193062543869,0.3284928542792697,0.13824689388275146,0.11114723458840457,0.804581880569458,0.3718156719165445,0.7524344325065613,res_base,35781,tabular_sine:res_base:seed3,3,ok,0.011324658530356827,regression,256,922,2.4512062310241163,2.4453301380272023,0.24911041023253033,102
