timestamp,level,message
2025-11-02 15:31:19,847,INFO,dataset.shapes train=[320, 4, 128] val=[96, 4, 128] test=[96, 4, 128]
2025-11-02 15:31:19,847,DEBUG,dataset.targets train=[320, 3]
2025-11-02 15:31:19,848,DEBUG,dataset.prices train=[320, 3]
2025-11-02 15:31:19,993,INFO,mixed_precision.enabled device=cuda:0 amp_dtype=float16
2025-11-02 15:31:19,994,INFO,trainer.state stateful=False state_reset=batch warmstart_shuffle=True
2025-11-02 15:31:39,407,DEBUG,epoch=1 reward=-0.17204815242439508 episodes=32
2025-11-02 15:31:39,408,DEBUG,epoch=2 reward=-0.1534760007634759 episodes=32
2025-11-02 15:31:39,408,DEBUG,epoch=3 reward=-0.1417507859878242 episodes=32
2025-11-02 15:31:39,408,DEBUG,epoch=4 reward=-0.1293663466349244 episodes=32
2025-11-02 15:31:39,409,DEBUG,epoch=5 reward=-0.11727206083014607 episodes=32
2025-11-02 15:31:39,409,DEBUG,epoch=6 reward=-0.11258360999636352 episodes=32
2025-11-02 15:31:39,409,DEBUG,epoch=7 reward=-0.11135903280228376 episodes=32
2025-11-02 15:31:39,409,DEBUG,epoch=8 reward=-0.11118641472421587 episodes=32
2025-11-02 15:31:39,410,DEBUG,epoch=9 reward=-0.11115103377960622 episodes=32
2025-11-02 15:31:39,410,DEBUG,epoch=10 reward=-0.11114280903711915 episodes=32
2025-11-02 15:31:39,410,DEBUG,epoch=11 reward=-0.1111172114033252 episodes=32
2025-11-02 15:31:39,410,DEBUG,epoch=12 reward=-0.11111900233663619 episodes=32
2025-11-02 15:31:39,411,DEBUG,epoch=13 reward=-0.11111771618016064 episodes=32
2025-11-02 15:31:39,411,DEBUG,epoch=14 reward=-0.11111550615169108 episodes=32
2025-11-02 15:31:39,411,DEBUG,epoch=15 reward=-0.1111144907772541 episodes=32
2025-11-02 15:31:39,411,DEBUG,epoch=16 reward=-0.1111140325665474 episodes=32
2025-11-02 15:31:39,411,DEBUG,epoch=17 reward=-0.11111338413320482 episodes=32
2025-11-02 15:31:39,412,DEBUG,epoch=18 reward=-0.11111544072628021 episodes=32
2025-11-02 15:31:39,412,DEBUG,epoch=19 reward=-0.11111984658055007 episodes=32
2025-11-02 15:31:39,412,DEBUG,epoch=20 reward=-0.11112611088901758 episodes=32
2025-11-02 15:31:39,412,DEBUG,epoch=21 reward=-0.11114006442949176 episodes=32
2025-11-02 15:31:39,413,DEBUG,epoch=22 reward=-0.11114922654815018 episodes=32
2025-11-02 15:31:39,413,DEBUG,epoch=23 reward=-0.11116713634692132 episodes=32
2025-11-02 15:31:39,413,DEBUG,epoch=24 reward=-0.11121778679080307 episodes=32
2025-11-02 15:31:39,413,DEBUG,epoch=25 reward=-0.11125750723294914 episodes=32
2025-11-02 15:31:39,413,DEBUG,epoch=26 reward=-0.11136795370839536 episodes=32
2025-11-02 15:31:39,414,DEBUG,epoch=27 reward=-0.11156238056719303 episodes=32
2025-11-02 15:31:39,414,DEBUG,epoch=28 reward=-0.1114337332546711 episodes=32
2025-11-02 15:31:39,414,DEBUG,epoch=29 reward=-0.11124099930748343 episodes=32
2025-11-02 15:31:39,414,DEBUG,epoch=30 reward=-0.11119430512189865 episodes=32
2025-11-02 15:31:39,415,DEBUG,epoch=31 reward=-0.11114570242352784 episodes=32
2025-11-02 15:31:39,415,DEBUG,epoch=32 reward=-0.11112465499900281 episodes=32
2025-11-02 15:31:39,415,DEBUG,epoch=33 reward=-0.11112386151216924 episodes=32
2025-11-02 15:31:39,415,DEBUG,epoch=34 reward=-0.1111230100505054 episodes=32
2025-11-02 15:31:39,415,DEBUG,epoch=35 reward=-0.11113176634535193 episodes=32
2025-11-02 15:31:39,416,DEBUG,epoch=36 reward=-0.11113016284070909 episodes=32
2025-11-02 15:31:39,416,DEBUG,epoch=37 reward=-0.11112588783726096 episodes=32
2025-11-02 15:31:39,416,DEBUG,epoch=38 reward=-0.1111250149551779 episodes=32
2025-11-02 15:31:39,416,DEBUG,epoch=39 reward=-0.11112227058038116 episodes=32
2025-11-02 15:31:39,417,DEBUG,epoch=40 reward=-0.11112127266824245 episodes=32
2025-11-02 15:31:39,417,DEBUG,epoch=41 reward=-0.11112405871972442 episodes=32
2025-11-02 15:31:39,417,DEBUG,epoch=42 reward=-0.11113231955096126 episodes=32
2025-11-02 15:31:39,417,DEBUG,epoch=43 reward=-0.11114311940036714 episodes=32
2025-11-02 15:31:39,417,DEBUG,epoch=44 reward=-0.11116693611256778 episodes=32
2025-11-02 15:31:39,418,DEBUG,epoch=45 reward=-0.11116492166183889 episodes=32
2025-11-02 15:31:39,418,DEBUG,epoch=46 reward=-0.11125257448293269 episodes=32
2025-11-02 15:31:39,418,DEBUG,epoch=47 reward=-0.11129223415628076 episodes=32
2025-11-02 15:31:39,418,DEBUG,epoch=48 reward=-0.11124358978122473 episodes=32
2025-11-02 15:31:39,419,DEBUG,epoch=49 reward=-0.1111557085532695 episodes=32
2025-11-02 15:31:39,419,DEBUG,epoch=50 reward=-0.11114389915019274 episodes=32
2025-11-02 15:31:39,419,DEBUG,epoch=51 reward=-0.1111338404007256 episodes=32
2025-11-02 15:31:39,419,DEBUG,epoch=52 reward=-0.1111276529263705 episodes=32
2025-11-02 15:31:39,420,DEBUG,epoch=53 reward=-0.11112055135890841 episodes=32
2025-11-02 15:31:39,420,DEBUG,epoch=54 reward=-0.11111856391653419 episodes=32
2025-11-02 15:31:39,420,DEBUG,epoch=55 reward=-0.11112235067412257 episodes=32
2025-11-02 15:31:39,420,DEBUG,epoch=56 reward=-0.11112330248579383 episodes=32
2025-11-02 15:31:39,421,DEBUG,epoch=57 reward=-0.11114820861257613 episodes=32
2025-11-02 15:31:39,421,DEBUG,epoch=58 reward=-0.11116073513403535 episodes=32
2025-11-02 15:31:39,421,DEBUG,epoch=59 reward=-0.11117074056528509 episodes=32
2025-11-02 15:31:39,421,DEBUG,epoch=60 reward=-0.11117342254146934 episodes=32
2025-11-02 15:31:39,470,INFO,run.completed duration=19.412s
