env_device_type,env_executables_nvcc,env_executables_nvidia-smi,env_gpu_torch_cuda_devices,env_hostname,env_libraries_bitsandbytes,env_libraries_torch,env_libraries_transformers,env_platform,env_python,env_selected_device,env_timestamp,manifest_activation_config_activation_ratios,manifest_activation_config_activation_types,manifest_activation_config_mix_layout,manifest_activation_config_ratio_sum_tol,manifest_amp,manifest_amp_dtype,manifest_amp_dtype_effective,manifest_batch_size,manifest_compile,manifest_compile_backend,manifest_compile_mode,manifest_dataset_meta_features,manifest_dataset_meta_scale_x,manifest_dataset_meta_scale_y,manifest_dataset_meta_task,manifest_dataset_meta_test_size,manifest_dataset_meta_train_size,manifest_dataset_meta_val_size,manifest_dataset_meta_x_scaler,manifest_dataset_meta_y_scaler,manifest_dataset_meta_y_scaler_mean,manifest_dataset_meta_y_scaler_std,manifest_dense_depth,manifest_dense_respsann_width,manifest_dense_resrelu_width,manifest_depth_sparse,manifest_dtype,manifest_epochs,manifest_features,manifest_k,manifest_lr,manifest_match_tolerance,manifest_pattern,manifest_radius,manifest_seed,manifest_shape,manifest_sparse_activation,manifest_task,manifest_test_size,manifest_tf32,manifest_timing_epochs,manifest_timing_warmup_steps,manifest_train_size,manifest_val_fraction,manifest_val_size,manifest_weight_decay,manifest_wrap_mode,metrics_test_mae,metrics_test_mse,metrics_test_r2,metrics_test_rmse,metrics_test_smape,metrics_train_mae,metrics_train_mse,metrics_train_r2,metrics_train_rmse,metrics_train_smape,metrics_val_mae,metrics_val_mse,metrics_val_r2,metrics_val_rmse,metrics_val_smape,model,mse_test,mse_train,mse_val,param_mismatch,param_mismatch_ratio,params_analytic,params_empirical,params_trainable,result_dir,run_id,status,train_compile_time_s,train_epoch_time_s_mean,train_grad_nonfinite_steps,train_grad_norm_max,train_loss_nonfinite_steps,train_samples_per_sec,train_step_time_ms_mean,train_train_time_s
cuda,"{""returncode"": 0, ""stderr"": """", ""stdout"": ""nvcc: NVIDIA (R) Cuda compiler driver\nCopyright (c) 2005-2025 NVIDIA Corporation\nBuilt on Wed_Aug_20_01:57:39_PM_PDT_2025\nCuda compilation tools, release 13.0, V13.0.88\nBuild cuda_13.0.r13.0/compiler.36424714_0""}","{""returncode"": 0, ""stderr"": """", ""stdout"": ""NVIDIA GB10, 580.95.05, 50, [N/A], [N/A]""}","[{""capability"": [12, 1], ""index"": 0, ""memory_free_bytes"": 20187488256, ""memory_total_bytes"": 128457015296, ""name"": ""NVIDIA GB10""}]",gx10-6c52,"{""import_error"": ""No module named 'bitsandbytes'""}","{""cuda_available"": true, ""cuda_version"": ""12.8"", ""cudnn_version"": 91002, ""device_count"": 1, ""version"": ""2.10.0+cu128""}","{""import_error"": ""No module named 'transformers'""}",Linux-6.14.0-1013-nvidia-aarch64-with-glibc2.39,"3.12.3 (main, Nov  6 2025, 13:44:16) [GCC 13.3.0]",cuda,2026-02-05T21:31:24.106381Z,"[0.25, 0.75]","[""psann"", ""relu""]",random,0.001,False,bfloat16,torch.bfloat16,128,False,inductor,default,16,False,True,mixed,1024,4096,410,,standard,0.046107035130262375,0.5337401032447815,4,7,8,4,float32,10,16,4,0.001,0.01,local,1,0,"[4, 4]",relu,mixed,1024,False,1,2,4096,0.1,410,0.0,clamp,0.28753161430358887,0.12742209434509277,0.5228478762727644,0.3569623150209175,1.012137770652771,0.28225255012512207,0.12331951409578323,0.5671154519065671,0.35116878291753556,0.9795412421226501,0.2681133449077606,0.11152447760105133,0.5804694832525811,0.3339528074459793,0.9787037372589111,geo_sparse,0.12742209434509277,0.12331951409578323,0.11152447760105133,,,661,725,725,/home/nickm1128/psann/reports/full_suite/20260205_210744/geo_sparse_sweep/task_mixed_shape_4x4_depth_4_k_4_act_relu_seed_0,task=mixed_shape=4x4_depth=4_k=4_act=relu_seed=0,ok,,0.16950158620020375,0,2.531630835234844,0,21740.547309668156,3.015959704363788,1.6954494969686493
cuda,"{""returncode"": 0, ""stderr"": """", ""stdout"": ""nvcc: NVIDIA (R) Cuda compiler driver\nCopyright (c) 2005-2025 NVIDIA Corporation\nBuilt on Wed_Aug_20_01:57:39_PM_PDT_2025\nCuda compilation tools, release 13.0, V13.0.88\nBuild cuda_13.0.r13.0/compiler.36424714_0""}","{""returncode"": 0, ""stderr"": """", ""stdout"": ""NVIDIA GB10, 580.95.05, 50, [N/A], [N/A]""}","[{""capability"": [12, 1], ""index"": 0, ""memory_free_bytes"": 20187488256, ""memory_total_bytes"": 128457015296, ""name"": ""NVIDIA GB10""}]",gx10-6c52,"{""import_error"": ""No module named 'bitsandbytes'""}","{""cuda_available"": true, ""cuda_version"": ""12.8"", ""cudnn_version"": 91002, ""device_count"": 1, ""version"": ""2.10.0+cu128""}","{""import_error"": ""No module named 'transformers'""}",Linux-6.14.0-1013-nvidia-aarch64-with-glibc2.39,"3.12.3 (main, Nov  6 2025, 13:44:16) [GCC 13.3.0]",cuda,2026-02-05T21:31:24.106381Z,"[0.25, 0.75]","[""psann"", ""relu""]",random,0.001,False,bfloat16,torch.bfloat16,128,False,inductor,default,16,False,True,mixed,1024,4096,410,,standard,0.046107035130262375,0.5337401032447815,4,7,8,4,float32,10,16,4,0.001,0.01,local,1,0,"[4, 4]",relu,mixed,1024,False,1,2,4096,0.1,410,0.0,clamp,0.3004554808139801,0.1390565037727356,0.479280995699625,0.3729028074079566,1.0553781986236572,0.3091468811035156,0.14866842329502106,0.478133969456331,0.3855754443620873,1.0586546659469604,0.2945898473262787,0.13709710538387299,0.48427087463347873,0.3702662628215984,1.0275682210922241,dense_resrelu,0.1390565037727356,0.14866842329502106,0.13709710538387299,32,0.044137931034482755,757,757,757,/home/nickm1128/psann/reports/full_suite/20260205_210744/geo_sparse_sweep/task_mixed_shape_4x4_depth_4_k_4_act_relu_seed_0,task=mixed_shape=4x4_depth=4_k=4_act=relu_seed=0,ok,,0.17256018690532074,0,1.3417307068661901,0,21353.74938657479,2.58944711861787,1.726160560036078
cuda,"{""returncode"": 0, ""stderr"": """", ""stdout"": ""nvcc: NVIDIA (R) Cuda compiler driver\nCopyright (c) 2005-2025 NVIDIA Corporation\nBuilt on Wed_Aug_20_01:57:39_PM_PDT_2025\nCuda compilation tools, release 13.0, V13.0.88\nBuild cuda_13.0.r13.0/compiler.36424714_0""}","{""returncode"": 0, ""stderr"": """", ""stdout"": ""NVIDIA GB10, 580.95.05, 50, [N/A], [N/A]""}","[{""capability"": [12, 1], ""index"": 0, ""memory_free_bytes"": 20187488256, ""memory_total_bytes"": 128457015296, ""name"": ""NVIDIA GB10""}]",gx10-6c52,"{""import_error"": ""No module named 'bitsandbytes'""}","{""cuda_available"": true, ""cuda_version"": ""12.8"", ""cudnn_version"": 91002, ""device_count"": 1, ""version"": ""2.10.0+cu128""}","{""import_error"": ""No module named 'transformers'""}",Linux-6.14.0-1013-nvidia-aarch64-with-glibc2.39,"3.12.3 (main, Nov  6 2025, 13:44:16) [GCC 13.3.0]",cuda,2026-02-05T21:31:24.106381Z,"[0.25, 0.75]","[""psann"", ""relu""]",random,0.001,False,bfloat16,torch.bfloat16,128,False,inductor,default,16,False,True,mixed,1024,4096,410,,standard,0.046107035130262375,0.5337401032447815,4,7,8,4,float32,10,16,4,0.001,0.01,local,1,0,"[4, 4]",relu,mixed,1024,False,1,2,4096,0.1,410,0.0,clamp,0.32170650362968445,0.16240116953849792,0.39186321383780176,0.402990284670112,1.1096028089523315,0.3251953423023224,0.16511854529380798,0.42038964858621897,0.4063478132017053,1.0902913808822632,0.309868186712265,0.15030211210250854,0.43459656477990805,0.3876881634800172,1.0777636766433716,dense_respsann,0.16240116953849792,0.16511854529380798,0.15030211210250854,34,0.04689655172413793,691,691,691,/home/nickm1128/psann/reports/full_suite/20260205_210744/geo_sparse_sweep/task_mixed_shape_4x4_depth_4_k_4_act_relu_seed_0,task=mixed_shape=4x4_depth=4_k=4_act=relu_seed=0,ok,,0.14192080710199662,0,2.166014444381378,0,25965.614152310864,4.301944891611735,1.4195697349496186
cuda,"{""returncode"": 0, ""stderr"": """", ""stdout"": ""nvcc: NVIDIA (R) Cuda compiler driver\nCopyright (c) 2005-2025 NVIDIA Corporation\nBuilt on Wed_Aug_20_01:57:39_PM_PDT_2025\nCuda compilation tools, release 13.0, V13.0.88\nBuild cuda_13.0.r13.0/compiler.36424714_0""}","{""returncode"": 0, ""stderr"": """", ""stdout"": ""NVIDIA GB10, 580.95.05, 50, [N/A], [N/A]""}","[{""capability"": [12, 1], ""index"": 0, ""memory_free_bytes"": 20142694400, ""memory_total_bytes"": 128457015296, ""name"": ""NVIDIA GB10""}]",gx10-6c52,"{""import_error"": ""No module named 'bitsandbytes'""}","{""cuda_available"": true, ""cuda_version"": ""12.8"", ""cudnn_version"": 91002, ""device_count"": 1, ""version"": ""2.10.0+cu128""}","{""import_error"": ""No module named 'transformers'""}",Linux-6.14.0-1013-nvidia-aarch64-with-glibc2.39,"3.12.3 (main, Nov  6 2025, 13:44:16) [GCC 13.3.0]",cuda,2026-02-05T21:31:29.790111Z,"[0.25, 0.75]","[""psann"", ""relu""]",random,0.001,False,bfloat16,torch.bfloat16,128,False,inductor,default,16,False,True,mixed,1024,4096,410,,standard,0.04164920002222061,0.5329962372779846,4,7,8,4,float32,10,16,4,0.001,0.01,local,1,1,"[4, 4]",relu,mixed,1024,False,1,2,4096,0.1,410,0.0,clamp,0.3110749125480652,0.1501910388469696,0.4678389206863176,0.387544886235091,1.0632075071334839,0.31106847524642944,0.15296483039855957,0.4615526030149395,0.3911071853067386,1.0812890529632568,0.328480988740921,0.17090383172035217,0.4754279091413167,0.41340516653804915,1.0463265180587769,geo_sparse,0.1501910388469696,0.15296483039855957,0.17090383172035217,,,661,725,725,/home/nickm1128/psann/reports/full_suite/20260205_210744/geo_sparse_sweep/task_mixed_shape_4x4_depth_4_k_4_act_relu_seed_1,task=mixed_shape=4x4_depth=4_k=4_act=relu_seed=1,ok,,0.16997027469333262,0,2.8957999957078977,0,21680.56977815974,2.9023656491880065,1.7001398199936375
cuda,"{""returncode"": 0, ""stderr"": """", ""stdout"": ""nvcc: NVIDIA (R) Cuda compiler driver\nCopyright (c) 2005-2025 NVIDIA Corporation\nBuilt on Wed_Aug_20_01:57:39_PM_PDT_2025\nCuda compilation tools, release 13.0, V13.0.88\nBuild cuda_13.0.r13.0/compiler.36424714_0""}","{""returncode"": 0, ""stderr"": """", ""stdout"": ""NVIDIA GB10, 580.95.05, 50, [N/A], [N/A]""}","[{""capability"": [12, 1], ""index"": 0, ""memory_free_bytes"": 20142694400, ""memory_total_bytes"": 128457015296, ""name"": ""NVIDIA GB10""}]",gx10-6c52,"{""import_error"": ""No module named 'bitsandbytes'""}","{""cuda_available"": true, ""cuda_version"": ""12.8"", ""cudnn_version"": 91002, ""device_count"": 1, ""version"": ""2.10.0+cu128""}","{""import_error"": ""No module named 'transformers'""}",Linux-6.14.0-1013-nvidia-aarch64-with-glibc2.39,"3.12.3 (main, Nov  6 2025, 13:44:16) [GCC 13.3.0]",cuda,2026-02-05T21:31:29.790111Z,"[0.25, 0.75]","[""psann"", ""relu""]",random,0.001,False,bfloat16,torch.bfloat16,128,False,inductor,default,16,False,True,mixed,1024,4096,410,,standard,0.04164920002222061,0.5329962372779846,4,7,8,4,float32,10,16,4,0.001,0.01,local,1,1,"[4, 4]",relu,mixed,1024,False,1,2,4096,0.1,410,0.0,clamp,0.2802906036376953,0.12179972231388092,0.5684358255707644,0.34899816949932694,0.9408916234970093,0.277762770652771,0.11775141954421997,0.5855063837198444,0.3431492671480153,0.9514553546905518,0.3006625771522522,0.13766436278820038,0.5774531309864956,0.3710314849014843,0.9614415764808655,dense_resrelu,0.12179972231388092,0.11775141954421997,0.13766436278820038,32,0.044137931034482755,757,757,757,/home/nickm1128/psann/reports/full_suite/20260205_210744/geo_sparse_sweep/task_mixed_shape_4x4_depth_4_k_4_act_relu_seed_1,task=mixed_shape=4x4_depth=4_k=4_act=relu_seed=1,ok,,0.09827374419546686,0,1.9031318505430725,0,37494.261209134325,2.6417671221273915,0.9830837789922953
cuda,"{""returncode"": 0, ""stderr"": """", ""stdout"": ""nvcc: NVIDIA (R) Cuda compiler driver\nCopyright (c) 2005-2025 NVIDIA Corporation\nBuilt on Wed_Aug_20_01:57:39_PM_PDT_2025\nCuda compilation tools, release 13.0, V13.0.88\nBuild cuda_13.0.r13.0/compiler.36424714_0""}","{""returncode"": 0, ""stderr"": """", ""stdout"": ""NVIDIA GB10, 580.95.05, 50, [N/A], [N/A]""}","[{""capability"": [12, 1], ""index"": 0, ""memory_free_bytes"": 20142694400, ""memory_total_bytes"": 128457015296, ""name"": ""NVIDIA GB10""}]",gx10-6c52,"{""import_error"": ""No module named 'bitsandbytes'""}","{""cuda_available"": true, ""cuda_version"": ""12.8"", ""cudnn_version"": 91002, ""device_count"": 1, ""version"": ""2.10.0+cu128""}","{""import_error"": ""No module named 'transformers'""}",Linux-6.14.0-1013-nvidia-aarch64-with-glibc2.39,"3.12.3 (main, Nov  6 2025, 13:44:16) [GCC 13.3.0]",cuda,2026-02-05T21:31:29.790111Z,"[0.25, 0.75]","[""psann"", ""relu""]",random,0.001,False,bfloat16,torch.bfloat16,128,False,inductor,default,16,False,True,mixed,1024,4096,410,,standard,0.04164920002222061,0.5329962372779846,4,7,8,4,float32,10,16,4,0.001,0.01,local,1,1,"[4, 4]",relu,mixed,1024,False,1,2,4096,0.1,410,0.0,clamp,0.37499094009399414,0.2151373326778412,0.23771940032215355,0.46382899076905615,1.2733463048934937,0.37224575877189636,0.21598781645298004,0.23970707433503424,0.46474489395041235,1.2591418027877808,0.3923581838607788,0.24168451130390167,0.2581737334302938,0.49161418948592367,1.2357295751571655,dense_respsann,0.2151373326778412,0.21598781645298004,0.24168451130390167,34,0.04689655172413793,691,691,691,/home/nickm1128/psann/reports/full_suite/20260205_210744/geo_sparse_sweep/task_mixed_shape_4x4_depth_4_k_4_act_relu_seed_1,task=mixed_shape=4x4_depth=4_k=4_act=relu_seed=1,ok,,0.14161944341030902,0,1.8835762247381929,0,26020.966670535494,4.419143129278113,1.416549987043254
cuda,"{""returncode"": 0, ""stderr"": """", ""stdout"": ""nvcc: NVIDIA (R) Cuda compiler driver\nCopyright (c) 2005-2025 NVIDIA Corporation\nBuilt on Wed_Aug_20_01:57:39_PM_PDT_2025\nCuda compilation tools, release 13.0, V13.0.88\nBuild cuda_13.0.r13.0/compiler.36424714_0""}","{""returncode"": 0, ""stderr"": """", ""stdout"": ""NVIDIA GB10, 580.95.05, 50, [N/A], [N/A]""}","[{""capability"": [12, 1], ""index"": 0, ""memory_free_bytes"": 20208218112, ""memory_total_bytes"": 128457015296, ""name"": ""NVIDIA GB10""}]",gx10-6c52,"{""import_error"": ""No module named 'bitsandbytes'""}","{""cuda_available"": true, ""cuda_version"": ""12.8"", ""cudnn_version"": 91002, ""device_count"": 1, ""version"": ""2.10.0+cu128""}","{""import_error"": ""No module named 'transformers'""}",Linux-6.14.0-1013-nvidia-aarch64-with-glibc2.39,"3.12.3 (main, Nov  6 2025, 13:44:16) [GCC 13.3.0]",cuda,2026-02-05T21:31:36.449835Z,"[0.25, 0.75]","[""psann"", ""relu""]",random,0.001,False,bfloat16,torch.bfloat16,128,False,inductor,default,16,False,True,mixed,1024,4096,410,,standard,0.04370284080505371,0.5168509483337402,4,7,8,4,float32,10,16,4,0.001,0.01,local,1,2,"[4, 4]",relu,mixed,1024,False,1,2,4096,0.1,410,0.0,clamp,0.265971302986145,0.11010506749153137,0.5818285003728951,0.33182083643365645,0.9671009182929993,0.27494147419929504,0.11691632121801376,0.562332238555898,0.3419302870732772,0.9981207251548767,0.2720356285572052,0.11024736613035202,0.5712560348017939,0.3320351880905878,1.02009117603302,geo_sparse,0.11010506749153137,0.11691632121801376,0.11024736613035202,,,661,725,725,/home/nickm1128/psann/reports/full_suite/20260205_210744/geo_sparse_sweep/task_mixed_shape_4x4_depth_4_k_4_act_relu_seed_2,task=mixed_shape=4x4_depth=4_k=4_act=relu_seed=2,ok,,0.25195257570012475,0,2.484479607015336,0,14626.04584856617,2.9277475674947104,2.5201616610283963
cuda,"{""returncode"": 0, ""stderr"": """", ""stdout"": ""nvcc: NVIDIA (R) Cuda compiler driver\nCopyright (c) 2005-2025 NVIDIA Corporation\nBuilt on Wed_Aug_20_01:57:39_PM_PDT_2025\nCuda compilation tools, release 13.0, V13.0.88\nBuild cuda_13.0.r13.0/compiler.36424714_0""}","{""returncode"": 0, ""stderr"": """", ""stdout"": ""NVIDIA GB10, 580.95.05, 50, [N/A], [N/A]""}","[{""capability"": [12, 1], ""index"": 0, ""memory_free_bytes"": 20208218112, ""memory_total_bytes"": 128457015296, ""name"": ""NVIDIA GB10""}]",gx10-6c52,"{""import_error"": ""No module named 'bitsandbytes'""}","{""cuda_available"": true, ""cuda_version"": ""12.8"", ""cudnn_version"": 91002, ""device_count"": 1, ""version"": ""2.10.0+cu128""}","{""import_error"": ""No module named 'transformers'""}",Linux-6.14.0-1013-nvidia-aarch64-with-glibc2.39,"3.12.3 (main, Nov  6 2025, 13:44:16) [GCC 13.3.0]",cuda,2026-02-05T21:31:36.449835Z,"[0.25, 0.75]","[""psann"", ""relu""]",random,0.001,False,bfloat16,torch.bfloat16,128,False,inductor,default,16,False,True,mixed,1024,4096,410,,standard,0.04370284080505371,0.5168509483337402,4,7,8,4,float32,10,16,4,0.001,0.01,local,1,2,"[4, 4]",relu,mixed,1024,False,1,2,4096,0.1,410,0.0,clamp,0.3451646566390991,0.1930350959300995,0.26686593646599976,0.4393575945970429,1.2319955825805664,0.3607470393180847,0.20311987400054932,0.23963550946821832,0.4506882226113184,1.27632474899292,0.34763216972351074,0.1891370415687561,0.26445982436134263,0.43489888660326104,1.3054133653640747,dense_resrelu,0.1930350959300995,0.20311987400054932,0.1891370415687561,32,0.044137931034482755,757,757,757,/home/nickm1128/psann/reports/full_suite/20260205_210744/geo_sparse_sweep/task_mixed_shape_4x4_depth_4_k_4_act_relu_seed_2,task=mixed_shape=4x4_depth=4_k=4_act=relu_seed=2,ok,,0.09545735578867606,0,1.5330439006371985,0,38599.04738487916,2.874392862673159,0.9549458470428362
cuda,"{""returncode"": 0, ""stderr"": """", ""stdout"": ""nvcc: NVIDIA (R) Cuda compiler driver\nCopyright (c) 2005-2025 NVIDIA Corporation\nBuilt on Wed_Aug_20_01:57:39_PM_PDT_2025\nCuda compilation tools, release 13.0, V13.0.88\nBuild cuda_13.0.r13.0/compiler.36424714_0""}","{""returncode"": 0, ""stderr"": """", ""stdout"": ""NVIDIA GB10, 580.95.05, 50, [N/A], [N/A]""}","[{""capability"": [12, 1], ""index"": 0, ""memory_free_bytes"": 20208218112, ""memory_total_bytes"": 128457015296, ""name"": ""NVIDIA GB10""}]",gx10-6c52,"{""import_error"": ""No module named 'bitsandbytes'""}","{""cuda_available"": true, ""cuda_version"": ""12.8"", ""cudnn_version"": 91002, ""device_count"": 1, ""version"": ""2.10.0+cu128""}","{""import_error"": ""No module named 'transformers'""}",Linux-6.14.0-1013-nvidia-aarch64-with-glibc2.39,"3.12.3 (main, Nov  6 2025, 13:44:16) [GCC 13.3.0]",cuda,2026-02-05T21:31:36.449835Z,"[0.25, 0.75]","[""psann"", ""relu""]",random,0.001,False,bfloat16,torch.bfloat16,128,False,inductor,default,16,False,True,mixed,1024,4096,410,,standard,0.04370284080505371,0.5168509483337402,4,7,8,4,float32,10,16,4,0.001,0.01,local,1,2,"[4, 4]",relu,mixed,1024,False,1,2,4096,0.1,410,0.0,clamp,0.3554316461086273,0.20312082767486572,0.228561018584995,0.45068928063008745,1.2759730815887451,0.3719770014286041,0.21616534888744354,0.19080070825291928,0.4649358545944199,1.3168960809707642,0.35705506801605225,0.19917349517345428,0.22542880254567066,0.44628857835872776,1.3296576738357544,dense_respsann,0.20312082767486572,0.21616534888744354,0.19917349517345428,34,0.04689655172413793,691,691,691,/home/nickm1128/psann/reports/full_suite/20260205_210744/geo_sparse_sweep/task_mixed_shape_4x4_depth_4_k_4_act_relu_seed_2,task=mixed_shape=4x4_depth=4_k=4_act=relu_seed=2,ok,,0.15387937420164235,0,1.5458885162462745,0,23948.383704308362,4.262512577904595,1.539143536996562
cuda,"{""returncode"": 0, ""stderr"": """", ""stdout"": ""nvcc: NVIDIA (R) Cuda compiler driver\nCopyright (c) 2005-2025 NVIDIA Corporation\nBuilt on Wed_Aug_20_01:57:39_PM_PDT_2025\nCuda compilation tools, release 13.0, V13.0.88\nBuild cuda_13.0.r13.0/compiler.36424714_0""}","{""returncode"": 0, ""stderr"": """", ""stdout"": ""NVIDIA GB10, 580.95.05, 50, [N/A], [N/A]""}","[{""capability"": [12, 1], ""index"": 0, ""memory_free_bytes"": 20041838592, ""memory_total_bytes"": 128457015296, ""name"": ""NVIDIA GB10""}]",gx10-6c52,"{""import_error"": ""No module named 'bitsandbytes'""}","{""cuda_available"": true, ""cuda_version"": ""12.8"", ""cudnn_version"": 91002, ""device_count"": 1, ""version"": ""2.10.0+cu128""}","{""import_error"": ""No module named 'transformers'""}",Linux-6.14.0-1013-nvidia-aarch64-with-glibc2.39,"3.12.3 (main, Nov  6 2025, 13:44:16) [GCC 13.3.0]",cuda,2026-02-05T21:31:48.966589Z,"[0.25, 0.75]","[""psann"", ""relu""]",random,0.001,False,bfloat16,torch.bfloat16,128,False,inductor,default,16,False,True,mixed,1024,4096,410,,standard,0.046107035130262375,0.5337401032447815,4,8,9,4,float32,10,16,4,0.001,0.01,local,1,0,"[4, 4]",psann,mixed,1024,False,1,2,4096,0.1,410,0.0,clamp,0.2610134184360504,0.10744279623031616,0.59766350832655,0.3277846796760278,0.9384812116622925,0.2576228082180023,0.10485056787729263,0.6319464061724391,0.32380637405290935,0.9182755351066589,0.25257113575935364,0.09890030324459076,0.6279588404151182,0.3144841860008079,0.9364014267921448,geo_sparse,0.10744279623031616,0.10485056787729263,0.09890030324459076,,,661,917,917,/home/nickm1128/psann/reports/full_suite/20260205_210744/geo_sparse_sweep/task_mixed_shape_4x4_depth_4_k_4_act_psann_seed_0,task=mixed_shape=4x4_depth=4_k=4_act=psann_seed=0,ok,,0.34121344799059444,0,2.723551130590962,0,10800.569980668606,4.242762627425017,3.412782849976793
