dataset,device,input_shape,kind,meta_features,meta_test_size,meta_train_size,meta_window,metrics_test_mae,metrics_test_mase,metrics_test_mse,metrics_test_nrmse,metrics_test_r2,metrics_test_rmse,metrics_test_smape,metrics_train_mae,metrics_train_mase,metrics_train_mse,metrics_train_nrmse,metrics_train_r2,metrics_train_rmse,metrics_train_smape,model,n_params,preds_path,run_id,seed,status,task,test_size,train_size,train_time_s
ts_periodic,cpu,"[32, 3]",sequence,3,314,1254,32,0.2615887522697449,1.4277875914595242,0.10215576738119125,0.09997332616044675,0.8626929968595505,0.31961815871628957,0.565701425075531,0.25649499893188477,1.396144170107938,0.0985402837395668,0.09271995325779489,0.8632205277681351,0.31391126730266755,0.5854329466819763,wrn_base,57927,C:\Users\milin\Documents\psann\reports\ablations\tmp_wrn_spec_gate_smoke\preds\ts_periodic__wrn_base__seed0.npz,ts_periodic:wrn_base:seed0,0,ok,regression,314,1254,1.8252918999642134
ts_periodic,cpu,"[32, 3]",sequence,3,314,1254,32,0.6865032911300659,3.747029916488501,0.6557852625846863,0.253299027602039,0.11856263875961304,0.8098056943395041,1.1601288318634033,0.6792639493942261,3.69734461436064,0.6447240710258484,0.23716644419888816,0.10508662462234497,0.8029471159583602,1.1800189018249512,wrn_spec_gate_rfft,58029,C:\Users\milin\Documents\psann\reports\ablations\tmp_wrn_spec_gate_smoke\preds\ts_periodic__wrn_spec_gate_rfft__seed0.npz,ts_periodic:wrn_spec_gate_rfft:seed0,0,ok,regression,314,1254,0.7982667000032961
