task,psann_test_rmse,mlp_test_rmse,rmse_delta_mlp_minus_psann,rmse_improve_pct_psann_vs_mlp,psann_test_r2,mlp_test_r2,psann_epoch_time_s,mlp_epoch_time_s,n_runs
beijing_light,0.44119877818031217,0.6105786424203506,0.16937986424003848,27.740876026814824,0.5413649559020997,0.11941247321665287,0.055119980351882994,0.009845757709699683,5
eaf_temp_lite,1.5103496939340664,1.4705989332652258,-0.039750760668840535,-2.703032061949102,-0.10291163921356201,-0.045641183853149414,0.002421256148372777,0.0009537121193716302,5
jena_light,0.24139727822655802,0.28080982339906513,0.03941254517250711,14.035315679286997,0.7507730007171631,0.6604632496833801,0.2546452190709533,0.07987335325335151,5
