dataset,device,epoch_time_s_mean,grad_nonfinite_steps,grad_norm_max,history_length,input_shape,kind,loss_curve_mean_abs_diff,loss_curve_volatility,loss_nonfinite_steps,meta_classes,meta_context_dim,meta_drift,meta_features,meta_regimes,meta_shock_prob,meta_test_shift,meta_test_size,meta_train_shift,meta_train_size,meta_window,metrics_test_accuracy,metrics_test_macro_f1,metrics_test_mae,metrics_test_mase,metrics_test_mse,metrics_test_nrmse,metrics_test_r2,metrics_test_rmse,metrics_test_smape,metrics_train_accuracy,metrics_train_macro_f1,metrics_train_mae,metrics_train_mase,metrics_train_mse,metrics_train_nrmse,metrics_train_r2,metrics_train_rmse,metrics_train_smape,metrics_val_accuracy,metrics_val_macro_f1,metrics_val_mae,metrics_val_mase,metrics_val_mse,metrics_val_nrmse,metrics_val_r2,metrics_val_rmse,metrics_val_smape,model,n_params,run_id,scale_y,seed,status,step_time_s_mean,task,test_size,train_size,train_time_s,train_time_s_total,val_curve_volatility,val_size
tabular_sine,cuda,0.09454251328250393,0,23.52518456963812,25,[8],tabular,0.07908254752672308,0.4495518051825457,0,,,,8,,,,256,,1024,,,,0.3246583938598633,0.3113330933449875,0.1644231379032135,0.10565609079704263,0.776828408241272,0.40549123036536006,0.6944887042045593,,,0.09661155939102173,0.09585038787854704,0.017512060701847076,0.032066164731038155,0.9763164520263672,0.13233314286998205,0.283446341753006,,,0.3223828971385956,0.3469293026401505,0.16816926002502441,0.11719044900704655,0.7595629096031189,0.41008445474685384,0.6834139227867126,res_base,35781,tabular_sine:res_base:seed0,True,0,ok,0.011319168071204332,regression,256,922,2.81396025599679,2.411353729024995,0.2979990706687867,102
tabular_sine,cuda,0.13857756964396686,0,23.5968926370449,25,[8],tabular,0.07784353130761688,0.43930722314756854,0,,,,8,,,,256,,1024,,,,0.3329142928123474,0.31925013663674356,0.1759936362504959,0.10931041778878041,0.761123776435852,0.4195159547031506,0.7173187732696533,,,0.1208726242184639,0.11992030755187562,0.024875590577721596,0.03821774799962086,0.966357946395874,0.15771997520200667,0.34154507517814636,,,0.3264324367046356,0.35128717630568795,0.16387306153774261,0.11568383979162593,0.7657053470611572,0.40481237819234556,0.6948242783546448,res_drop_path,35781,tabular_sine:res_drop_path:seed0,True,0,ok,0.01681422578607453,regression,256,922,3.5055269920267165,3.4958716409746557,0.2953098210099201,102
tabular_sine,cuda,0.17281033455161376,0,3.43810886962955,25,[8],tabular,0.018580394513522554,0.13786605760360626,0,,,,8,,,,256,,1024,,,,0.5829613208770752,0.5590342180017095,0.497079074382782,0.18370704543184305,0.325314462184906,0.7050383495830436,1.1403307914733887,,,0.51674884557724,0.5126775470407408,0.37872743606567383,0.14912201939084296,0.4878045320510864,0.6154083490379976,1.0745009183883667,,,0.5955026745796204,0.6408445654095414,0.4843710958957672,0.198887743893197,0.30747872591018677,0.6959677405568215,1.1971018314361572,res_no_norm,35461,tabular_sine:res_no_norm:seed0,True,0,ok,0.020703390008129645,regression,256,922,4.4099869829951786,4.398631922027562,0.10369565150663945,102
tabular_sine,cuda,0.2050276466505602,0,46.69281964727845,25,[8],tabular,0.10936412011139869,0.7130085846719463,0,,,,8,,,,256,,1024,,,,0.62932288646698,0.6034929164379861,0.6043825149536133,0.2025671499334989,0.17967146635055542,0.7774204235506122,1.0642855167388916,,,0.0446326807141304,0.04428103412754056,0.003994259517639875,0.015314278180319158,0.9945980906486511,0.06320015441151924,0.16292107105255127,,,0.6135345101356506,0.6602493545292508,0.5675879120826721,0.21529576173507356,0.18850094079971313,0.7533843057050447,1.0510839223861694,wrn_base,52295,tabular_sine:wrn_base:seed0,True,0,ok,0.02462570175412111,regression,256,922,5.245906789961737,5.233508400968276,0.555393814370771,102
tabular_sine,cuda,0.18671320436289535,0,46.69281964727845,25,[8],tabular,0.10936412011139869,0.7130085846719463,0,,,,8,,,,256,,1024,,,,0.62932288646698,0.6034929164379861,0.6043825149536133,0.2025671499334989,0.17967146635055542,0.7774204235506122,1.0642855167388916,,,0.0446326807141304,0.04428103412754056,0.003994259517639875,0.015314278180319158,0.9945980906486511,0.06320015441151924,0.16292107105255127,,,0.6135345101356506,0.6602493545292508,0.5675879120826721,0.21529576173507356,0.18850094079971313,0.7533843057050447,1.0510839223861694,wrn_no_phase,52295,tabular_sine:wrn_no_phase:seed0,True,0,ok,0.022465612622036134,regression,256,922,4.7554618249996565,4.752313203993253,0.555393814370771,102
tabular_sine,cuda,0.17443681827513502,0,46.69281964727845,25,[8],tabular,0.10936412011139869,0.7130085846719463,0,,,,8,,,,256,,1024,,,,0.62932288646698,0.6034929164379861,0.6043825149536133,0.2025671499334989,0.17967146635055542,0.7774204235506122,1.0642855167388916,,,0.0446326807141304,0.04428103412754056,0.003994259517639875,0.015314278180319158,0.9945980906486511,0.06320015441151924,0.16292107105255127,,,0.6135345101356506,0.6602493545292508,0.5675879120826721,0.21529576173507356,0.18850094079971313,0.7533843057050447,1.0510839223861694,wrn_no_film,52295,tabular_sine:wrn_no_film:seed0,True,0,ok,0.021009160562534816,regression,256,922,4.430990769003984,4.417541949020233,0.555393814370771,102
tabular_sine,cuda,0.14149116000626236,0,46.69281964727845,25,[8],tabular,0.10936412011139869,0.7130085846719463,0,,,,8,,,,256,,1024,,,,0.62932288646698,0.6034929164379861,0.6043825149536133,0.2025671499334989,0.17967146635055542,0.7774204235506122,1.0642855167388916,,,0.0446326807141304,0.04428103412754056,0.003994259517639875,0.015314278180319158,0.9945980906486511,0.06320015441151924,0.16292107105255127,,,0.6135345101356506,0.6602493545292508,0.5675879120826721,0.21529576173507356,0.18850094079971313,0.7533843057050447,1.0510839223861694,wrn_spec_gate_rfft,52295,tabular_sine:wrn_spec_gate_rfft:seed0,True,0,ok,0.017225501520733814,regression,256,922,3.573983017995488,3.5662271680193953,0.555393814370771,102
tabular_sine,cuda,0.17200232695555315,0,46.69281964727845,25,[8],tabular,0.10936412011139869,0.7130085846719463,0,,,,8,,,,256,,1024,,,,0.62932288646698,0.6034929164379861,0.6043825149536133,0.2025671499334989,0.17967146635055542,0.7774204235506122,1.0642855167388916,,,0.0446326807141304,0.04428103412754056,0.003994259517639875,0.015314278180319158,0.9945980906486511,0.06320015441151924,0.16292107105255127,,,0.6135345101356506,0.6602493545292508,0.5675879120826721,0.21529576173507356,0.18850094079971313,0.7533843057050447,1.0510839223861694,wrn_spec_gate_feats,52295,tabular_sine:wrn_spec_gate_feats:seed0,True,0,ok,0.020800450009701307,regression,256,922,4.372421927982941,4.369171610975172,0.555393814370771,102
tabular_sine,cuda,0.08375514451414347,0,2.022225286162728,25,[8],tabular,0.0067544419073317236,0.03091428357795771,0,,,,8,,,,256,,1024,,,,0.6870307326316833,0.658832197961349,0.7094244956970215,0.21946545109959617,0.0370979905128479,0.8422734091119234,1.3647541999816895,,,0.6471083164215088,0.6420099573943872,0.6357330679893494,0.19320385754259184,0.1402270793914795,0.7973287076164695,1.2912745475769043,,,0.6601834893226624,0.7104502118385865,0.6500290632247925,0.23040149829054743,0.07063215970993042,0.8062437988752487,1.3307592868804932,sgr_base,16257,tabular_sine:sgr_base:seed0,True,0,ok,0.009947730420099105,regression,256,922,2.130278409982566,2.124825085978955,0.019538164487316118,102
tabular_sine,cuda,0.046025972000788895,0,1.3279838953674692,25,[8],tabular,0.006797166577582757,0.037188803824734634,0,,,,8,,,,256,,1024,,,,0.6847154498100281,0.6566119437604192,0.6982442736625671,0.21772924335340185,0.052272915840148926,0.8356101206080304,1.3471250534057617,,,0.6460716128349304,0.6409814216631043,0.6337071657180786,0.19289576875387665,0.14296692609786987,0.7960572628385967,1.2694134712219238,,,0.6500076055526733,0.6994995308582869,0.6273924708366394,0.22635420295034037,0.10299646854400635,0.792081101173762,1.2992026805877686,sgr_no_gate,9729,tabular_sine:sgr_no_gate:seed0,True,0,ok,0.0053222247719531875,regression,256,922,1.1671641049906611,1.1656699939630926,0.026864675429755458,102
tabular_sine,cuda,0.11429765332723037,0,1.5637723104639571,25,[8],tabular,0.006859082995293711,0.03361266786793358,0,,,,8,,,,256,,1024,,,,0.6873571872711182,0.659145253575047,0.7098156213760376,0.21952594150136395,0.036567091941833496,0.8425055616291429,1.364729642868042,,,0.6469008922576904,0.6418041674590762,0.635627269744873,0.19318778044948243,0.1403701901435852,0.7972623594180732,1.289829969406128,,,0.6599462628364563,0.7101949228013649,0.649918258190155,0.2303818601424305,0.07079052925109863,0.8061750791175295,1.3286266326904297,sgr_fourier_feats,16257,tabular_sine:sgr_fourier_feats:seed0,True,0,ok,0.01359393194434233,regression,256,922,2.9397527799592353,2.9335736320354044,0.02142672000584953,102
tabular_sine,cuda,0.07096935355570168,0,1.995933986560227,25,[8],tabular,0.006705415923355801,0.030811045595898198,0,,,,8,,,,256,,1024,,,,0.6866042613983154,0.6584232308413909,0.7080312967300415,0.21924984725101576,0.03898894786834717,0.841445955917575,1.3613070249557495,,,0.6466052532196045,0.6415108576662192,0.635140597820282,0.193113808581961,0.14102834463119507,0.7969570865613042,1.286490559577942,,,0.6588279604911804,0.7089914723198693,0.6468632221221924,0.22983975046864685,0.07515841722488403,0.804278075122151,1.324543833732605,sgr_no_phase,16257,tabular_sine:sgr_no_phase:seed0,True,0,ok,0.008516774939198512,regression,256,922,1.794375810015481,1.7927424189983867,0.019002499872802423,102
tabular_sine,cuda,0.12547483147121966,0,32.156829482961044,25,[8],tabular,0.11694915220814818,0.5661912979713497,0,,,,8,,,,256,,1024,,,,0.42866063117980957,0.4099756867149132,0.2757270634174347,0.1410966773904822,0.6023544073104858,0.52509719425782,0.8886894583702087,,,0.14227870106697083,0.1420907341388775,0.03317389264702797,0.04373423180476674,0.9562281370162964,0.18213701613628122,0.38144028186798096,,,0.42486703395843506,0.41766042437490264,0.2860698997974396,0.16000955906598122,0.5662761330604553,0.5348550268974197,0.9665428400039673,res_base,35781,tabular_sine:res_base:seed1,True,1,ok,0.015062070175190456,regression,256,922,3.1865093609667383,3.1839036350138485,0.22641863449344457,102
tabular_sine,cuda,0.10501618491718545,0,32.164744229601446,25,[8],tabular,0.11536468662300019,0.5551096350657508,0,,,,8,,,,256,,1024,,,,0.42991721630096436,0.4111774983824397,0.28106561303138733,0.14245606594232996,0.5946552753448486,0.5301562156868364,0.8921946287155151,,,0.16464948654174805,0.1644319651702054,0.04406201094388962,0.05040289038638634,0.941861629486084,0.20990953037889828,0.42496177554130554,,,0.4390910565853119,0.43164317862935675,0.29989805817604065,0.1638312230400789,0.5453106164932251,0.5476294898706977,0.9827089309692383,res_drop_path,35781,tabular_sine:res_drop_path:seed1,True,1,ok,0.012643680770415812,regression,256,922,2.6617047129548155,2.658847835031338,0.21913429176068133,102
