dataset,device,epoch_time_s_mean,grad_nonfinite_steps,grad_norm_max,history_length,input_shape,kind,loss_curve_mean_abs_diff,loss_curve_volatility,loss_nonfinite_steps,meta_classes,meta_context_dim,meta_drift,meta_features,meta_regimes,meta_shock_prob,meta_test_shift,meta_test_size,meta_train_shift,meta_train_size,meta_window,metrics_test_accuracy,metrics_test_macro_f1,metrics_test_mae,metrics_test_mase,metrics_test_mse,metrics_test_nrmse,metrics_test_r2,metrics_test_rmse,metrics_test_smape,metrics_train_accuracy,metrics_train_macro_f1,metrics_train_mae,metrics_train_mase,metrics_train_mse,metrics_train_nrmse,metrics_train_r2,metrics_train_rmse,metrics_train_smape,metrics_val_accuracy,metrics_val_macro_f1,metrics_val_mae,metrics_val_mase,metrics_val_mse,metrics_val_nrmse,metrics_val_r2,metrics_val_rmse,metrics_val_smape,model,n_params,run_id,scale_y,seed,status,step_time_s_mean,task,test_size,train_size,train_time_s,train_time_s_total,val_curve_volatility,val_size
tabular_sine,cuda,0.09540194471832365,0,3.361312776610609,25,[8],tabular,0.026854794518247686,0.1554331609030467,0,,,,8,,,,256,,1024,,,,0.5491403937339783,0.525203841099998,0.4299008548259735,0.17618188144923552,0.38000935316085815,0.6556682505855942,1.104263186454773,,,0.5451750755310059,0.5444548350209918,0.4140203297138214,0.15450200456601076,0.4537140727043152,0.6434441154551197,1.065064787864685,,,0.5459578037261963,0.5366972482439782,0.42449477314949036,0.19491534011754633,0.35640382766723633,0.6515326339865797,1.1152210235595703,res_no_norm,35461,tabular_sine:res_no_norm:seed1,True,1,ok,0.011467458560946397,regression,256,922,2.4117825819994323,2.408390088006854,0.09685519907035971,102
tabular_sine,cuda,0.1350100017921068,0,50.16145344473455,25,[8],tabular,0.12210772805581231,0.7682503284933985,0,,,,8,,,,256,,1024,,,,0.8336077332496643,0.7972714964499183,1.0620496273040771,0.2769169213191912,-0.531657338142395,1.0305579204023796,1.2673346996307373,,,0.05876121297478676,0.058683582488908835,0.0065076532773673534,0.01937026169144013,0.9914133548736572,0.08067002713131659,0.18833249807357788,,,0.9339591860771179,0.9181173374914497,1.331649899482727,0.3452270974143865,-1.0189762115478516,1.1539713599057504,1.3546792268753052,wrn_base,52295,tabular_sine:wrn_base:seed1,True,1,ok,0.01642342471779557,regression,256,922,3.408329084981233,3.403664336015936,0.2893238410105831,102
tabular_sine,cuda,0.14871443464653566,0,50.16145344473455,25,[8],tabular,0.12210772805581231,0.7682503284933985,0,,,,8,,,,256,,1024,,,,0.8336077332496643,0.7972714964499183,1.0620496273040771,0.2769169213191912,-0.531657338142395,1.0305579204023796,1.2673346996307373,,,0.05876121297478676,0.058683582488908835,0.0065076532773673534,0.01937026169144013,0.9914133548736572,0.08067002713131659,0.18833249807357788,,,0.9339591860771179,0.9181173374914497,1.331649899482727,0.3452270974143865,-1.0189762115478516,1.1539713599057504,1.3546792268753052,wrn_no_phase,52295,tabular_sine:wrn_no_phase:seed1,True,1,ok,0.018028790209791624,regression,256,922,3.7674705159734003,3.7640489650075324,0.2893238410105831,102
tabular_sine,cuda,0.21902597803855314,0,50.16145344473455,25,[8],tabular,0.12210772805581231,0.7682503284933985,0,,,,8,,,,256,,1024,,,,0.8336077332496643,0.7972714964499183,1.0620496273040771,0.2769169213191912,-0.531657338142395,1.0305579204023796,1.2673346996307373,,,0.05876121297478676,0.058683582488908835,0.0065076532773673534,0.01937026169144013,0.9914133548736572,0.08067002713131659,0.18833249807357788,,,0.9339591860771179,0.9181173374914497,1.331649899482727,0.3452270974143865,-1.0189762115478516,1.1539713599057504,1.3546792268753052,wrn_no_film,52295,tabular_sine:wrn_no_film:seed1,True,1,ok,0.02631951561605092,regression,256,922,5.610194367996883,5.595874439983163,0.2893238410105831,102
tabular_sine,cuda,0.21565341567154975,0,50.16145344473455,25,[8],tabular,0.12210772805581231,0.7682503284933985,0,,,,8,,,,256,,1024,,,,0.8336077332496643,0.7972714964499183,1.0620496273040771,0.2769169213191912,-0.531657338142395,1.0305579204023796,1.2673346996307373,,,0.05876121297478676,0.058683582488908835,0.0065076532773673534,0.01937026169144013,0.9914133548736572,0.08067002713131659,0.18833249807357788,,,0.9339591860771179,0.9181173374914497,1.331649899482727,0.3452270974143865,-1.0189762115478516,1.1539713599057504,1.3546792268753052,wrn_spec_gate_rfft,52295,tabular_sine:wrn_spec_gate_rfft:seed1,True,1,ok,0.025941760114801583,regression,256,922,5.522518859012052,5.5120919839828275,0.2893238410105831,102
tabular_sine,cuda,0.18055118951713667,0,50.16145344473455,25,[8],tabular,0.12210772805581231,0.7682503284933985,0,,,,8,,,,256,,1024,,,,0.8336077332496643,0.7972714964499183,1.0620496273040771,0.2769169213191912,-0.531657338142395,1.0305579204023796,1.2673346996307373,,,0.05876121297478676,0.058683582488908835,0.0065076532773673534,0.01937026169144013,0.9914133548736572,0.08067002713131659,0.18833249807357788,,,0.9339591860771179,0.9181173374914497,1.331649899482727,0.3452270974143865,-1.0189762115478516,1.1539713599057504,1.3546792268753052,wrn_spec_gate_feats,52295,tabular_sine:wrn_spec_gate_feats:seed1,True,1,ok,0.0218021532180137,regression,256,922,4.597445058985613,4.585047401022166,0.2893238410105831,102
tabular_sine,cuda,0.032589316316880286,0,1.9118634467092979,25,[8],tabular,0.006380191480906562,0.025758429475749276,0,,,,8,,,,256,,1024,,,,0.6515104174613953,0.6231116444388705,0.5868467092514038,0.20584457512125337,0.15366655588150024,0.7660592074059314,1.3528156280517578,,,0.6780903935432434,0.6771945562373917,0.6692696809768677,0.19643725678468554,0.116921067237854,0.818089042205595,1.32695734500885,,,0.6059687733650208,0.5956903097036557,0.5478518009185791,0.2214325153010541,0.1693764328956604,0.7401701162020655,1.2716342210769653,sgr_base,16257,tabular_sine:sgr_base:seed1,True,1,ok,0.003719926050398499,regression,256,922,0.8335818139603361,0.8318212380399927,0.030716041336578834,102
tabular_sine,cuda,0.03884721331996843,0,1.2916371904833983,25,[8],tabular,0.005965427167589729,0.029306417231005636,0,,,,8,,,,256,,1024,,,,0.6510793566703796,0.6226993732132016,0.590164303779602,0.20642560111945368,0.14888203144073486,0.7682215199925098,1.3699839115142822,,,0.6795077323913574,0.6786100226138894,0.6699894070625305,0.1965428517581347,0.11597144603729248,0.8185288064952452,1.3443711996078491,,,0.610271692276001,0.5999202423526232,0.5435921549797058,0.22056999672435876,0.17583471536636353,0.7372870234716639,1.3228110074996948,sgr_no_gate,9729,tabular_sine:sgr_no_gate:seed1,True,1,ok,0.004491261283692438,regression,256,922,0.9826487440150231,0.9813392249634489,0.037796124396328734,102
tabular_sine,cuda,0.08503304139710963,0,1.6657619346395138,25,[8],tabular,0.006203078546992956,0.027743750411793968,0,,,,8,,,,256,,1024,,,,0.6517298817634583,0.6233215424826913,0.5872223377227783,0.20591044301565026,0.1531248688697815,0.7663043375335796,1.3568246364593506,,,0.6781215071678162,0.6772256287572004,0.6690872311592102,0.19641047954852967,0.1171618103981018,0.8179775248496808,1.328936219215393,,,0.6059818267822266,0.5957031417083394,0.5470068454742432,0.22126169099569035,0.17065751552581787,0.7395991113260232,1.277890682220459,sgr_fourier_feats,16257,tabular_sine:sgr_fourier_feats:seed1,True,1,ok,0.010213415063044523,regression,256,922,2.154776851006318,2.15208003600128,0.034549235464510934,102
tabular_sine,cuda,0.09480872943298892,0,1.8781525086406596,25,[8],tabular,0.006409109683891884,0.02571432701956636,0,,,,8,,,,256,,1024,,,,0.6521049737930298,0.6236802845765983,0.587645947933197,0.2059846994219894,0.15251392126083374,0.766580685859745,1.3526012897491455,,,0.677801787853241,0.6769063318295107,0.6692514419555664,0.19643458010006726,0.11694520711898804,0.8180778947970458,1.3233131170272827,,,0.6067485809326172,0.5964568901478446,0.5492566227912903,0.22171623626280784,0.16724658012390137,0.741118494433441,1.2722196578979492,sgr_no_phase,16257,tabular_sine:sgr_no_phase:seed1,True,1,ok,0.011202664145093877,regression,256,922,2.427646755008027,2.425974212004803,0.030559016432493025,102
tabular_sine,cuda,0.16855769283836708,0,24.649822033986972,25,[8],tabular,0.11436952960718522,0.5831787661803886,0,,,,8,,,,256,,1024,,,,0.2734140157699585,0.28944037322963995,0.11692949384450912,0.08818516567297568,0.8297486305236816,0.34194954868300254,0.6686311364173889,,,0.1083938330411911,0.10335166487664783,0.020943382754921913,0.032140526920279244,0.9736520051956177,0.1447182875621527,0.31169748306274414,,,0.31850358843803406,0.3223312054115125,0.1746995896100998,0.10769138235741053,0.7898932695388794,0.417970799949111,0.6672366261482239,res_base,35781,tabular_sine:res_base:seed2,True,2,ok,0.02034842173248762,regression,256,922,4.292116066964809,4.289343267970253,0.3212472060750044,102
tabular_sine,cuda,0.09769419064279646,0,24.44388575171009,25,[8],tabular,0.1135919767129555,0.5775846418163801,0,,,,8,,,,256,,1024,,,,0.27659761905670166,0.292810585692725,0.12086663395166397,0.08965751840366157,0.8240160942077637,0.34765878955042107,0.6649382710456848,,,0.12286650389432907,0.11715110886637306,0.0254196859896183,0.03540908205094191,0.9680205583572388,0.15943552298536956,0.3494645953178406,,,0.31742554903030396,0.32124021066486347,0.17560091614723206,0.10796883070756007,0.7888092994689941,0.4190476299267567,0.6804744601249695,res_drop_path,35781,tabular_sine:res_drop_path:seed2,True,2,ok,0.0117458965597325,regression,256,922,2.479133518994786,2.4734565769904293,0.3222168787502388,102
tabular_sine,cuda,0.08112286882707849,0,3.440053239793425,25,[8],tabular,0.021235948863532878,0.14983763414578877,0,,,,8,,,,256,,1024,,,,0.5635725259780884,0.5966067313766137,0.4427350163459778,0.1715953189648545,0.35537028312683105,0.6653833604366567,1.1808935403823853,,,0.5232260227203369,0.4988870587719126,0.39429280161857605,0.13945657720011317,0.5039563775062561,0.6279273856255801,1.045102834701538,,,0.606824517250061,0.6141170310755405,0.4763084053993225,0.17781939656339585,0.42715609073638916,0.6901510018824304,1.1719257831573486,res_no_norm,35461,tabular_sine:res_no_norm:seed2,True,2,ok,0.009722108357236721,regression,256,922,2.0525680940481834,2.0500127190025523,0.12376028133923965,102
tabular_sine,cuda,0.09891868084203452,0,36.993440714017474,25,[8],tabular,0.09372307886835861,0.6311177509435635,0,,,,8,,,,256,,1024,,,,0.8073046803474426,0.854625419738534,1.0179417133331299,0.26019260902716057,-0.48214054107666016,1.008930975504831,1.3276888132095337,,,0.06102854385972023,0.05818967219751987,0.00694222142919898,0.018504561938001478,0.9912662506103516,0.08331999417426156,0.18748712539672852,,,0.9383600950241089,0.9496368377589804,1.3824206590652466,0.30293895084200273,-0.6626019477844238,1.1757638619490083,1.396676778793335,wrn_base,52295,tabular_sine:wrn_base:seed2,True,2,ok,0.011934382621548138,regression,256,922,2.504316560982261,2.5010376179707237,0.21270947706611684,102
tabular_sine,cuda,0.08706247115274891,0,36.993440714017474,25,[8],tabular,0.09372307886835861,0.6311177509435635,0,,,,8,,,,256,,1024,,,,0.8073046803474426,0.854625419738534,1.0179417133331299,0.26019260902716057,-0.48214054107666016,1.008930975504831,1.3276888132095337,,,0.06102854385972023,0.05818967219751987,0.00694222142919898,0.018504561938001478,0.9912662506103516,0.08331999417426156,0.18748712539672852,,,0.9383600950241089,0.9496368377589804,1.3824206590652466,0.30293895084200273,-0.6626019477844238,1.1757638619490083,1.396676778793335,wrn_no_phase,52295,tabular_sine:wrn_no_phase:seed2,True,2,ok,0.010387101415835787,regression,256,922,2.2183075430220924,2.214566504000686,0.21270947706611684,102
tabular_sine,cuda,0.12238462368724867,0,36.993440714017474,25,[8],tabular,0.09372307886835861,0.6311177509435635,0,,,,8,,,,256,,1024,,,,0.8073046803474426,0.854625419738534,1.0179417133331299,0.26019260902716057,-0.48214054107666016,1.008930975504831,1.3276888132095337,,,0.06102854385972023,0.05818967219751987,0.00694222142919898,0.018504561938001478,0.9912662506103516,0.08331999417426156,0.18748712539672852,,,0.9383600950241089,0.9496368377589804,1.3824206590652466,0.30293895084200273,-0.6626019477844238,1.1757638619490083,1.396676778793335,wrn_no_film,52295,tabular_sine:wrn_no_film:seed2,True,2,ok,0.014623454252432565,regression,256,922,3.1333490579854697,3.1241936369915493,0.21270947706611684,102
tabular_sine,cuda,0.10779074444435537,0,36.993440714017474,25,[8],tabular,0.09372307886835861,0.6311177509435635,0,,,,8,,,,256,,1024,,,,0.8073046803474426,0.854625419738534,1.0179417133331299,0.26019260902716057,-0.48214054107666016,1.008930975504831,1.3276888132095337,,,0.06102854385972023,0.05818967219751987,0.00694222142919898,0.018504561938001478,0.9912662506103516,0.08331999417426156,0.18748712539672852,,,0.9383600950241089,0.9496368377589804,1.3824206590652466,0.30293895084200273,-0.6626019477844238,1.1757638619490083,1.396676778793335,wrn_spec_gate_rfft,52295,tabular_sine:wrn_spec_gate_rfft:seed2,True,2,ok,0.012991481343633496,regression,256,922,2.727109044964891,2.7242335900082253,0.21270947706611684,102
tabular_sine,cuda,0.16954132651444526,0,36.993440714017474,25,[8],tabular,0.09372307886835861,0.6311177509435635,0,,,,8,,,,256,,1024,,,,0.8073046803474426,0.854625419738534,1.0179417133331299,0.26019260902716057,-0.48214054107666016,1.008930975504831,1.3276888132095337,,,0.06102854385972023,0.05818967219751987,0.00694222142919898,0.018504561938001478,0.9912662506103516,0.08331999417426156,0.18748712539672852,,,0.9383600950241089,0.9496368377589804,1.3824206590652466,0.30293895084200273,-0.6626019477844238,1.1757638619490083,1.396676778793335,wrn_spec_gate_feats,52295,tabular_sine:wrn_spec_gate_feats:seed2,True,2,ok,0.020391703411296477,regression,256,922,4.333573189971503,4.330260583024938,0.21270947706611684,102
tabular_sine,cuda,0.03342774212360382,0,2.11928343879114,25,[8],tabular,0.00781449829635634,0.033080228912561085,0,,,,8,,,,256,,1024,,,,0.6272716522216797,0.6640396273180543,0.5915687680244446,0.19835178765088202,0.1386657953262329,0.769135077879331,1.2756977081298828,,,0.6790129542350769,0.6474272320117883,0.677513062953949,0.18280514475312906,0.14764857292175293,0.8231118167988776,1.2822718620300293,,,0.6853868365287781,0.6936234730507136,0.7247323393821716,0.2193430256361937,0.12838304042816162,0.8513121280600738,1.2849847078323364,sgr_base,16257,tabular_sine:sgr_base:seed2,True,2,ok,0.003802435164980125,regression,256,922,0.8554173370357603,0.8531741530168802,0.03632658964252002,102
tabular_sine,cuda,0.022412693954538553,0,1.3046932606867219,25,[8],tabular,0.007612721209326091,0.03938614691783782,0,,,,8,,,,256,,1024,,,,0.6268295645713806,0.6635716263849549,0.594444751739502,0.19883335875995903,0.13447827100753784,0.7710024330308576,1.259321689605713,,,0.6778026223182678,0.6462732012413475,0.6780339479446411,0.1828754032961257,0.14699333906173706,0.8234281680539239,1.2700210809707642,,,0.6787860989570618,0.6869434111131687,0.7139512896537781,0.21770544965997626,0.14134913682937622,0.8449563832848286,1.266426682472229,sgr_no_gate,9729,tabular_sine:sgr_no_gate:seed2,True,2,ok,0.002447812606114894,regression,256,922,0.5711487230146304,0.5696438759914599,0.04408348857917621,102
tabular_sine,cuda,0.03741403127321973,0,2.1658399797999164,25,[8],tabular,0.00703871072911733,0.03567436402928628,0,,,,8,,,,256,,1024,,,,0.6273150444030762,0.664085562963099,0.591798722743988,0.1983903355767169,0.13833093643188477,0.7692845525187595,1.2752608060836792,,,0.6789998412132263,0.6474147289698551,0.6775950193405151,0.1828162010684053,0.1475454568862915,0.8231615997727999,1.2808067798614502,,,0.6845903396606445,0.6928174042812186,0.7235113382339478,0.2191581774038736,0.12985146045684814,0.8505946968056807,1.28287935256958,sgr_fourier_feats,16257,tabular_sine:sgr_fourier_feats:seed2,True,2,ok,0.004285014109918848,regression,256,922,0.9602119120536372,0.9583278649952263,0.04052894706561982,102
tabular_sine,cuda,0.03264097997220233,0,2.0381355756531443,25,[8],tabular,0.007900491556178288,0.03303692738385218,0,,,,8,,,,256,,1024,,,,0.6274028420448303,0.6641785069262182,0.5919719934463501,0.19841937646146632,0.1380786895751953,0.7693971623591747,1.2751080989837646,,,0.6790505647659302,0.6474630930093332,0.6775994896888733,0.18281680412091678,0.1475399136543274,0.8231643151211508,1.2817658185958862,,,0.6856357455253601,0.6938753733112398,0.7253321409225464,0.21943377298382027,0.12766164541244507,0.8516643358287034,1.2847446203231812,sgr_no_phase,16257,tabular_sine:sgr_no_phase:seed2,True,2,ok,0.00371039733174257,regression,256,922,0.8348012430360541,0.8329369399580173,0.03543217186624672,102
tabular_sine,cuda,0.052927072597667574,0,20.726881959651756,25,[8],tabular,0.07374545885687687,0.4424421725227091,0,,,,8,,,,256,,1024,,,,0.29097068309783936,0.28035782956335725,0.1381744146347046,0.1039461907423512,0.8159576058387756,0.3717181924989744,0.6466244459152222,,,0.09842593967914581,0.10390330821753867,0.01875738799571991,0.03289421088430111,0.974157452583313,0.13695761386545807,0.3048193156719208,,,0.2959495484828949,0.3206449088515701,0.13107901811599731,0.1082274834608614,0.8147140145301819,0.3620483643327191,0.7451863288879395,res_base,35781,tabular_sine:res_base:seed3,True,3,ok,0.006183825977204833,regression,256,922,1.351686282956507,1.3477794039645232,0.3251114594586973,102
